"branch_id","plant_id","plant_num","orientation","farmer","plot_id","plot_type","fert_trt","shd_trt","per_thin","n1i_tot_len","n1i_new_len","n1i_diam","n1i_tot_nod","n1i_new_nod","n1i_frtd_nod","n1i_frt","n1i_tot_lvs","n1i_sick_lvs","n1i_sick_type","n1i_pot_nod","n1i_frt_pot_nod","potnod_v_frtnod","n1i_ffnod","n1h_tot_len","n1h_new_len","n1h_diam","n1h_tot_nod","n1h_new_nod","n1h_frtd_nod","n1h_frt","n1h_tot_lvs","n1h_sick_lvs","n1h_sick_type","n1_anth","n1_lat","n1_dens","plot_thin"
"1715","165","77","E","Miguel","X8","lsun","l","sun","0",15,3,3,10,4,6,11,6,0,"na",6,1.833333333,0,1.833333333,28,8,4,14,4,6,12,2,2,"r","y",0,68,"0 lsun"
"1716","165","77","W","Miguel","X8","lsun","l","sun","0",26,5.5,5,12,5,5,22,14,1,"u",7,3.142857143,2,4.4,42.5,19.5,5.5,18,10,8,43,9,4,"o","y",0,145,"0 lsun"
"1717","166","78","N","Miguel","X8","lsun","l","sun","0",17,6,4,12,5,3,16,11,0,"na",7,2.285714286,4,5.333333333,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,78,"0 lsun"
"1718","166","78","S","Miguel","X8","lsun","l","sun","0",28.5,12.5,4,10,6,4,29,13,0,"na",4,7.25,0,7.25,28,13,4.5,10,6,4,21,1,0,"na","n",1,68,"0 lsun"
"1719","166","78","E","Miguel","X8","lsun","l","sun","0",30,11.5,5,11,6,4,29,13,0,"na",5,5.8,1,7.25,44,26,5,14,9,5,13,7,3,"o","n",0,115,"0 lsun"
"1720","166","78","W","Miguel","X8","lsun","l","sun","0",17.5,10,5,8,6,2,8,6,0,"na",2,4,0,4,20,10.5,4,8,6,1,3,2,1,"o","n",0,101,"0 lsun"
"1721","167","79","N","Miguel","X8","lsun","l","sun","33",31,8,5,13,5,7,32,14,2,"u",8,4,1,4.571428571,30,7.5,6,13,5,6,15,3,2,"u","y",2,88,"33 lsun"
"1722","167","79","S","Miguel","X8","lsun","l","sun","33",28,7,4,12,5,4,7,11,0,"na",7,1,3,1.75,31,10,5,15,8,3,5,7,0,"na","n",2,67.5,"33 lsun"
"1723","167","79","E","Miguel","X8","lsun","l","sun","33",15,4,3,11,5,6,14,4,0,"na",6,2.333333333,0,2.333333333,22,16.5,4,14,11,3,5,5,1,"o","n",0,65,"33 lsun"
"1724","167","79","W","Miguel","X8","lsun","l","sun","33",27,17.5,5,12,8,2,3,16,0,"na",4,0.75,2,1.5,37,12,5,17,6,5,31,17,2,"o","n",2,140.5,"33 lsun"
"1725","168","80","N","Miguel","X8","lsun","l","sun","0",17,1.5,4,7,1,6,36,2,0,"na",6,6,0,6,17.5,6,4,9,5,4,27,0,0,"na","y",0,115,"0 lsun"
"1726","168","80","S","Miguel","X8","lsun","l","sun","0",28,4,4,13,5,8,82,3,1,"u",8,10.25,0,10.25,28,7,5.5,12,5,7,61,3,0,"na","n",0,108,"0 lsun"
"1727","168","80","E","Miguel","X8","lsun","l","sun","0",20,4.5,4,10,4,6,58,6,0,"na",6,9.666666667,0,9.666666667,28,11,6,13,6,7,61,2,1,"u","n",0,66,"0 lsun"
"1728","168","80","W","Miguel","X8","lsun","l","sun","0",20.5,5.5,4.5,11,4,7,33,9,1,"u",7,4.714285714,0,4.714285714,31.5,16.5,5,16,10,6,17,11,4,"o","n",0,111,"0 lsun"
"1729","169","81","N","Miguel","X8","lsun","l","sun","33",30,3.5,4.5,10,3,7,46,8,0,"na",7,6.571428571,0,6.571428571,29.5,5,4,11,4,6,22,3,2,"o","n",0,129,"33 lsun"
"1730","169","81","S","Miguel","X8","lsun","l","sun","33",32,7,4,13,6,5,32,8,1,"u",7,4.571428571,2,6.4,32,8,4,14,7,4,7,1,1,"r","n",0,200,"33 lsun"
"1731","169","81","E","Miguel","X8","lsun","l","sun","33",28,11.5,4.5,12,8,4,39,7,1,"u",4,9.75,0,9.75,33,15.5,4,11,7,4,25,0,0,"na","y",0,109.5,"33 lsun"
"1732","169","81","W","Miguel","X8","lsun","l","sun","33",29,5,4,11,4,6,17,6,0,"na",7,2.428571429,1,2.833333333,28,4.5,4,10,3,5,8,0,0,"na","y",0,126,"33 lsun"
"1733","170","82","N","Miguel","X8","lsun","l","sun","0",18,6,4,11,5,1,1,6,1,"u",6,0.166666667,5,1,27,0,4,14,0,0,0,8,5,"ou","n",0,131,"0 lsun"
"1734","170","82","S","Miguel","X8","lsun","l","sun","0",13,6,4,8,6,1,1,6,1,"u",2,0.5,1,1,15.5,8,4,8,5,1,1,0,0,"na","n",0,109.5,"0 lsun"
"1735","170","82","E","Miguel","X8","lsun","l","sun","0",12,4,3,9,4,3,3,4,1,"u",5,0.6,2,1,17,0,3,9,0,0,0,0,0,"na","y",0,165,"0 lsun"
"1736","170","82","W","Miguel","X8","lsun","l","sun","0",19,5,3.5,9,3,6,10,6,1,"u",6,1.666666667,0,1.666666667,28.5,16,4,16,10,4,5,9,5,"or","n",0,140,"0 lsun"
"1737","171","83","N","Miguel","X8","lsun","l","sun","0",38,12,6,14,5,9,99,9,2,"ou",9,11,0,11,49,22,6.5,20,11,9,62,9,3,"r","n",1,126,"0 lsun"
"1738","171","83","S","Miguel","X8","lsun","l","sun","0",26,6.5,4,12,4,8,58,10,1,"u",8,7.25,0,7.25,24.5,5,5,11,4,7,30,3,3,"u","y",0,94,"0 lsun"
"1739","171","83","E","Miguel","X8","lsun","l","sun","0",24,4,4,12,3,3,12,6,0,"na",9,1.333333333,6,4,25.5,5,3.5,13,4,6,11,3,0,"na","n",0,106,"0 lsun"
"1740","171","83","W","Miguel","X8","lsun","l","sun","0",29.5,8,4,11,4,6,38,9,1,"u",7,5.428571429,1,6.333333333,29,7.5,4.5,10,4,6,28,4,1,"o","y",0,110,"0 lsun"
"1741","172","84","N","Miguel","X8","lsun","l","sun","66",26,8,4,10,4,6,25,15,0,"na",6,4.166666667,0,4.166666667,38.5,21,4,17,11,5,19,13,1,"r","n",0,126,"66 lsun"
"1742","172","84","S","Miguel","X8","lsun","l","sun","66",32,10,4.5,11,5,6,82,8,1,"u",6,13.66666667,0,13.66666667,43.5,19,4.5,16,9,7,65,7,1,"r","n",2,63,"66 lsun"
"1743","172","84","E","Miguel","X8","lsun","l","sun","66",27,9,5,10,4,6,5,5,1,"u",6,0.833333333,0,0.833333333,32,16.5,4,13,8,5,36,9,1,"r","n",0,64,"66 lsun"
"1744","172","84","W","Miguel","X8","lsun","l","sun","66",26,8,4.5,12,6,6,35,8,1,"r",6,5.833333333,0,5.833333333,36.5,17,4.5,16,11,6,33,11,8,"o","n",0,135,"66 lsun"
"1745","173","85","N","Miguel","X8","lsun","l","sun","0",38,7.5,4,13,6,6,24,10,2,"u",7,3.428571429,1,4,33,24,4,15,11,3,6,5,0,"na","n",0,71,"0 lsun"
"1746","173","85","S","Miguel","X8","lsun","l","sun","0",23,9,4,11,5,6,39,11,1,"u",6,6.5,0,6.5,45,31,5,17,12,5,24,10,3,"o","n",1,122,"0 lsun"
"1747","173","85","E","Miguel","X8","lsun","l","sun","0",23,8,4,10,4,6,62,10,2,"u",6,10.33333333,0,10.33333333,34,20,4,16,11,5,31,16,2,"o","n",0,57,"0 lsun"
"1748","173","85","W","Miguel","X8","lsun","l","sun","0",30.5,9,4,13,5,8,53,10,0,"na",8,6.625,0,6.625,33,10,4.5,16,8,8,43,7,0,"na","n",2,150,"0 lsun"
"1749","174","86","N","Miguel","X8","lsun","l","sun","66",30,9,4,14,6,6,46,11,2,"u",8,5.75,2,7.666666667,44,22,5,18,12,6,22,17,4,"o","n",0,90,"66 lsun"
"1750","174","86","S","Miguel","X8","lsun","l","sun","66",27,10,4,14,8,5,19,10,0,"na",6,3.166666667,1,3.8,37.5,22,5,17,10,4,7,14,7,"o","n",0,113.5,"66 lsun"
"1751","174","86","E","Miguel","X8","lsun","l","sun","66",26,10,4,13,6,7,63,10,0,"na",7,9,0,9,30,16,4.5,17,9,5,20,18,5,"u","n",0,160,"66 lsun"
"1752","174","86","W","Miguel","X8","lsun","l","sun","66",28,9,4,13,6,6,35,10,1,"u",7,5,1,5.833333333,40.5,21.5,5,18,11,5,25,19,1,"o","n",0,59,"66 lsun"
"1753","175","87","N","Miguel","X8","lsun","l","sun","66",39,7,5,12,4,7,105,11,2,"u",8,13.125,1,15,38,7,5,12,4,7,49,4,3,"ru","y",0,132,"66 lsun"
"1754","175","87","S","Miguel","X8","lsun","l","sun","66",37,7,5,13,5,6,51,18,0,"na",8,6.375,2,8.5,45,18,5,16,9,5,47,24,5,"or","n",1,96,"66 lsun"
"1755","175","87","E","Miguel","X8","lsun","l","sun","66",35.5,10,6,12,5,7,68,10,1,"u",7,9.714285714,0,9.714285714,37.5,11,4,12,5,7,36,3,1,"u","n",0,85,"66 lsun"
"1756","175","87","W","Miguel","X8","lsun","l","sun","66",39,9,4,12,4,7,69,9,4,"u",8,8.625,1,9.857142857,29.5,11,3,8,4,4,20,10,4,"o","n",0,174,"66 lsun"
"1757","176","88","N","Miguel","X8","lsun","l","sun","33",28.5,16,3,9,6,3,17,13,1,"o",3,5.666666667,0,5.666666667,41,29,4.5,13,10,3,17,18,3,"ou","n",0,104,"33 lsun"
"1758","176","88","S","Miguel","X8","lsun","l","sun","33",32,11,4,12,5,7,43,11,1,"u",7,6.142857143,0,6.142857143,46,26,4.5,15,8,7,33,12,1,"o","n",0,95,"33 lsun"
"1759","176","88","E","Miguel","X8","lsun","l","sun","33",34.5,13,4.5,12,6,5,42,14,4,"u",6,7,1,8.4,36,16,5,12,7,5,37,7,2,"o","y",3,122,"33 lsun"
"1760","176","88","W","Miguel","X8","lsun","l","sun","33",41,10.5,5,15,6,9,77,12,2,"u",9,8.555555556,0,8.555555556,55.5,24,5.5,20,11,9,55,12,4,"u","n",0,133,"33 lsun"
"1761","177","1","N","Oscar","X9","hshd","h","shd","0",23,8,4.5,15,6,9,100,10,0,"na",9,11.11111111,0,11.11111111,42,18,5,20,11,9,61,12,3,"ou","n",0,92,"0 hshd"
"1762","177","1","S","Oscar","X9","hshd","h","shd","0",32.5,12,5,13,6,7,73,15,1,"u",7,10.42857143,0,10.42857143,45,24,4.5,19,12,7,62,16,2,"o ","n",0,158,"0 hshd"
"1763","177","1","E","Oscar","X9","hshd","h","shd","0",22,9.5,4,10,5,5,43,11,0,"na",5,8.6,0,8.6,32,21,4.5,13,9,4,30,17,4,"o","n",0,63.5,"0 hshd"
"1764","177","1","W","Oscar","X9","hshd","h","shd","0",26,10.5,4,11,5,6,41,12,1,"na",6,6.833333333,0,6.833333333,32,17,4,13,7,6,37,8,5,"or","n",0,183,"0 hshd"
"1765","178","2","N","Oscar","X9","hshd","h","shd","33",16.5,7.5,5,12,6,6,27,9,1,"u",6,4.5,0,4.5,19,11,4.5,14,9,5,21,6,2,"ru","n",0,145,"33 hshd"
"1766","178","2","S","Oscar","X9","hshd","h","shd","33",35.5,7.5,5,16,6,8,74,12,1,"u",10,7.4,2,9.25,42,14,5,9,10,8,49,8,6,"or","n",0,86,"33 hshd"
"1767","178","2","E","Oscar","X9","hshd","h","shd","33",29,8,4.5,13,6,7,79,10,0,"na",7,11.28571429,0,11.28571429,31,11.5,5,15,8,7,81,2,1,"u","n",0,128,"33 hshd"
"1768","178","2","W","Oscar","X9","hshd","h","shd","33",15.5,5.5,4,12,5,6,43,10,0,"na",7,6.142857143,1,7.166666667,23,15,4,16,10,6,16,5,2,"ou","n",0,63,"33 hshd"
"1769","179","3","N","Oscar","X9","hshd","h","shd","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hshd"
"1770","179","3","S","Oscar","X9","hshd","h","shd","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hshd"
"1771","179","3","E","Oscar","X9","hshd","h","shd","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hshd"
"1772","179","3","W","Oscar","X9","hshd","h","shd","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hshd"
"1773","180","4","N","Oscar","X9","hshd","h","shd","66",39,7.5,6.5,17,6,11,73,13,0,"na",11,6.636363636,0,6.636363636,56.5,29,5,24,14,8,26,16,4,"or","n",0,124,"66 hshd"
"1774","180","4","S","Oscar","X9","hshd","h","shd","66",31,13.5,4.5,12,7,5,25,18,1,"u",5,5,0,5,48.5,23,5,19,9,6,15,20,1,"o","n",0,44,"66 hshd"
"1775","180","4","E","Oscar","X9","hshd","h","shd","66",25,6,5,9,3,6,77,14,1,"u",6,12.83333333,0,12.83333333,44,25,5,17,11,6,44,21,1,"o","n",0,146,"66 hshd"
"1776","180","4","W","Oscar","X9","hshd","h","shd","66",36.5,12.5,5,13,6,5,15,15,0,"na",7,2.142857143,2,3,48,40,4.5,17,14,3,9,4,0,"na","y",1,144,"66 hshd"
"1777","181","5","N","Oscar","X9","hshd","h","shd","33",29,9,5,13,5,8,28,7,2,"u",8,3.5,0,3.5,43.5,21,5,20,11,7,17,16,5,"o","n",0,132,"33 hshd"
"1778","181","5","S","Oscar","X9","hshd","h","shd","33",27,7,4,12,5,6,54,6,1,"u",7,7.714285714,1,9,31.5,12,6,16,9,5,43,7,2,"u","n",0,59.5,"33 hshd"
"1779","181","5","E","Oscar","X9","hshd","h","shd","33",37,6.5,5,17,6,10,100,7,2,"u",11,9.090909091,1,10,41.5,12.5,5,20,10,9,69,7,0,"na","n",2,144,"33 hshd"
"1780","181","5","W","Oscar","X9","hshd","h","shd","33",32,8,5,12,2,10,104,14,0,"na",10,10.4,0,10.4,44,19,5.5,22,12,9,62,9,1,"o","n",4,133,"33 hshd"
"1781","182","6","N","Oscar","X9","hshd","h","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hshd"
"1782","182","6","S","Oscar","X9","hshd","h","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hshd"
"1783","182","6","E","Oscar","X9","hshd","h","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hshd"
"1784","182","6","W","Oscar","X9","hshd","h","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hshd"
"1785","183","7","N","Oscar","X9","hshd","h","shd","66",25,4,5,11,3,8,126,6,1,"u",8,15.75,0,15.75,25,6,5,11,4,7,56,0,0,"na","y",0,85.5,"66 hshd"
"1786","183","7","S","Oscar","X9","hshd","h","shd","66",33.5,6.5,6,13,4,9,138,15,1,"u",9,15.33333333,0,15.33333333,36.5,11,5,15,6,9,102,6,3,"0\o","n",1,124,"66 hshd"
"1787","183","7","E","Oscar","X9","hshd","h","shd","66",28,7,5,13,5,8,128,14,1,"u",8,16,0,16,36,15.5,5.5,17,9,8,91,10,7,"o","n",0,99.5,"66 hshd"
"1788","183","7","W","Oscar","X9","hshd","h","shd","66",31,7.5,5,12,4,8,157,14,1,"u",8,19.625,0,19.625,33,12,5,16,8,8,102,5,2,"o","n",0,167,"66 hshd"
"1789","184","8","N","Oscar","X9","hshd","h","shd","33",35,8,5,16,6,8,65,10,1,"u",10,6.5,2,8.125,41,12,5,21,10,9,31,6,2,"u","n",3,167,"33 hshd"
"1790","184","8","S","Oscar","X9","hshd","h","shd","33",34,8,5,13,3,10,142,9,0,"na",10,14.2,0,14.2,42,19,5,22,12,10,73,14,5,"o","n",0,82.5,"33 hshd"
"1791","184","8","E","Oscar","X9","hshd","h","shd","33",22,5,4,10,3,5,21,6,0,"na",7,3,2,4.2,21.5,6,3.5,11,4,5,13,4,2,"ru","n",0,87.5,"33 hshd"
"1792","184","8","W","Oscar","X9","hshd","h","shd","33",35,7,5,17,5,12,119,9,1,"u",12,9.916666667,0,9.916666667,42.5,12,5,20,8,11,63,7,3,"or","y",2,149,"33 hshd"
"1793","185","9","N","Oscar","X9","hshd","h","shd","66",24,7.5,5,14,5,9,131,16,0,"na",9,14.55555556,0,14.55555556,31,10.5,5,16,7,9,92,5,1,"r","n",0,87.5,"66 hshd"
"1794","185","9","S","Oscar","X9","hshd","h","shd","66",15.5,6.5,4,8,5,3,31,7,0,"na",3,10.33333333,0,10.33333333,22,10,4,10,6,4,20,9,4,"or","n",0,127.5,"66 hshd"
"1795","185","9","E","Oscar","X9","hshd","h","shd","66",35,5.5,6,18,4,14,124,9,1,"u",14,8.857142857,0,8.857142857,37,7,5,18,6,12,98,0,0,"na","n",1,92,"66 hshd"
"1796","185","9","W","Oscar","X9","hshd","h","shd","66",21,5.5,4,10,3,7,86,9,0,"na",7,12.28571429,0,12.28571429,25,11,4,14,7,7,63,7,4,"or","n",0,134.5,"66 hshd"
"1797","186","10","N","Oscar","X9","hshd","h","shd","0",50,12,5,17,6,11,160,24,5,"u",11,14.54545455,0,14.54545455,56,19.5,6,20,9,11,112,15,4,"ou","n",0,143.5,"0 hshd"
"1798","186","10","S","Oscar","X9","hshd","h","shd","0",27.5,9.5,5,11,5,6,67,12,2,"u",6,11.16666667,0,11.16666667,32.5,14.5,5,14,8,6,45,9,1,"r","n",0,109,"0 hshd"
"1799","186","10","E","Oscar","X9","hshd","h","shd","0",39,13.5,5,13,6,7,120,16,0,"na",7,17.14285714,0,17.14285714,54,30.5,5,20,13,7,75,20,3,"or","n",0,110,"0 hshd"
"1800","186","10","W","Oscar","X9","hshd","h","shd","0",34.5,12.5,5,13,6,7,85,12,0,"na",7,12.14285714,0,12.14285714,35,14,5,15,8,7,49,1,0,"na","n",0,89,"0 hshd"
"1801","187","11","N","Oscar","X9","hshd","h","shd","0",40,8,6,13,4,9,72,8,3,"u",9,8,0,8,40.5,12,5,18,9,6,23,3,1,"o","n",1,129,"0 hshd"
"1802","187","11","S","Oscar","X9","hshd","h","shd","0",20.5,8.5,4,9,5,4,22,6,1,"u",4,5.5,0,5.5,20,9,4,10,6,4,18,0,0,"na","n",0,94.5,"0 hshd"
"1803","187","11","E","Oscar","X9","hshd","h","shd","0",25.5,7.5,3,13,6,7,29,9,0,"na",7,4.142857143,0,4.142857143,29.5,13,4.5,16,9,7,25,5,2,"or","n",0,160.5,"0 hshd"
"1804","187","11","W","Oscar","X9","hshd","h","shd","0",24.5,7,3,13,6,7,15,10,2,"u",7,2.142857143,0,2.142857143,25,9,3.5,15,8,5,10,4,2,"o","n",0,100,"0 hshd"
"1805","188","12","N","Oscar","X9","hshd","h","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hshd"
"1806","188","12","S","Oscar","X9","hshd","h","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hshd"
"1807","188","12","E","Oscar","X9","hshd","h","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hshd"
"1808","188","12","W","Oscar","X9","hshd","h","shd","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hshd"
"1809","189","13","N","Oscar","X9","hshd","h","shd","66",18,6.5,4,9,3,5,47,9,2,"u",6,7.833333333,1,9.4,28,20.5,5,14,8,5,53,9,2,"o","n",0,165,"66 hshd"
"1810","189","13","S","Oscar","X9","hshd","h","shd","66",26,7,3,13,5,8,84,12,1,"u",8,10.5,0,10.5,30,13,4.5,15,8,7,58,11,6,"or","n",0,109,"66 hshd"
"1811","189","13","E","Oscar","X9","hshd","h","shd","66",24.5,8.5,6,12,5,7,81,12,2,"u",7,11.57142857,0,11.57142857,33,18,5,17,10,7,48,12,6,"ou","n",1,122,"66 hshd"
"1812","189","13","W","Oscar","X9","hshd","h","shd","66",19,2.5,4,8,2,6,68,7,1,"u",6,11.33333333,0,11.33333333,28,14,4.5,12,6,6,35,10,4,"or","n",0,95.5,"66 hshd"
"1813","190","14","N","Oscar","X9","hshd","h","shd","0",23,4,4,11,3,8,80,6,0,"na",8,10,0,10,24,5,4,13,5,8,31,0,0,"na","y",0,95.5,"0 hshd"
"1814","190","14","S","Oscar","X9","hshd","h","shd","0",34,10,4,14,5,8,66,14,0,"na",9,7.333333333,1,8.25,34,10,4.5,16,6,8,36,1,0,"na","y",0,67,"0 hshd"
"1815","190","14","E","Oscar","X9","hshd","h","shd","0",27,7.5,4,24,5,19,103,9,1,"u",19,5.421052632,0,5.421052632,28,8,4,16,7,9,60,3,1,"u","n",0,127,"0 hshd"
"1816","190","14","W","Oscar","X9","hshd","h","shd","0",29.5,8.5,4,13,6,7,97,11,0,"na",7,13.85714286,0,13.85714286,37.5,17,4,15,8,7,67,5,0,"na","n",0,86,"0 hshd"
"1817","191","15","N","Oscar","X9","hshd","h","shd","0",31,7.5,4,15,5,10,128,12,1,"u",10,12.8,0,12.8,38,17,5,21,11,10,80,12,3,"u","n",0,111.5,"0 hshd"
"1818","191","15","S","Oscar","X9","hshd","h","shd","0",39,8.5,5,17,6,11,133,17,4,"u",11,12.09090909,0,12.09090909,43,13.5,5,20,9,11,81,15,0,"na","n",0,127,"0 hshd"
"1819","191","15","E","Oscar","X9","hshd","h","shd","0",28,6,4,18,9,9,86,13,2,"u",9,9.555555556,0,9.555555556,26,5,5,13,4,8,52,0,0,"na","y",0,89,"0 hshd"
"1820","191","15","W","Oscar","X9","hshd","h","shd","0",43,8,6,16,4,12,160,14,2,"u",12,13.33333333,0,13.33333333,47,11,5,23,9,14,105,10,3,"ou","n",0,142,"0 hshd"
"1821","192","16","N","Oscar","X9","hshd","h","shd","66",36,8,4,17,6,10,106,15,2,"u",11,9.636363636,1,10.6,60,8,6,26,6,11,46,5,1,"r","y",4,100,"66 hshd"
"1822","192","16","S","Oscar","X9","hshd","h","shd","66",34,9,4.5,11,4,7,80,12,0,"na",7,11.42857143,0,11.42857143,66,16,6.5,24,8,10,124,16,4,"or","n",3,158.5,"66 hshd"
"1823","192","16","E","Oscar","X9","hshd","h","shd","66",45,10.5,5,14,3,11,95,10,0,"na",11,8.636363636,0,8.636363636,49,7,5,21,5,9,38,0,0,"na","y",3,136.5,"66 hshd"
"1824","192","16","W","Oscar","X9","hshd","h","shd","66",37,8.5,5,13,5,8,125,13,1,"u",8,15.625,0,15.625,47,9.5,4.5,21,7,2,3,6,1,"o","n",0,115,"66 hshd"
"1825","193","17","N","Oscar","X9","hshd","h","shd","0",32.5,15.5,5,11,7,4,50,17,2,"u",4,12.5,0,12.5,53,35.5,5,18,14,4,34,14,6,"ou","n",2,116,"0 hshd"
"1826","193","17","S","Oscar","X9","hshd","h","shd","0",28.5,8.5,4,11,4,7,49,13,0,"na",7,7,0,7,33,15,4,15,8,7,34,12,2,"ou","n",1,106,"0 hshd"
"1827","193","17","E","Oscar","X9","hshd","h","shd","0",29.5,2,5,11,1,10,62,10,0,"na",10,6.2,0,6.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,144,"0 hshd"
"1828","193","17","W","Oscar","X9","hshd","h","shd","0",22,4,4,9,2,7,51,5,0,"na",7,7.285714286,0,7.285714286,24,6.5,5,13,6,6,23,6,3,"u","n",0,178.5,"0 hshd"
"1829","194","18","N","Oscar","X9","hshd","h","shd","66",39,7,5,15,5,9,101,8,1,"u",10,10.1,1,11.22222222,41,14,4,18,9,8,57,3,2,"o","n",0,178.5,"66 hshd"
"1830","194","18","S","Oscar","X9","hshd","h","shd","66",38,6.5,5,12,3,9,123,9,0,"na",9,13.66666667,0,13.66666667,38,9,5,15,6,9,54,1,0,"na","y",0,127.5,"66 hshd"
"1831","194","18","E","Oscar","X9","hshd","h","shd","66",30,7.5,4,12,5,7,80,8,0,"na",7,11.42857143,0,11.42857143,31,12,4,14,7,7,49,6,3,"o","n",0,149,"66 hshd"
"1832","194","18","W","Oscar","X9","hshd","h","shd","66",33,5,4,14,4,9,98,9,0,"na",10,9.8,1,10.88888889,32.5,5,4,16,5,9,51,0,0,"na","y",0,149,"66 hshd"
"1833","195","19","N","Oscar","X9","hshd","h","shd","33",31,8.5,4,14,6,7,83,7,0,"na",8,10.375,1,11.85714286,40,15,5,17,9,7,53,7,2,"u","n",0,149,"33 hshd"
"1834","195","19","S","Oscar","X9","hshd","h","shd","33",43,10,5,20,6,10,140,16,0,"na",14,10,4,14,39,7.5,6,17,5,10,106,0,0,"na","y",0,154,"33 hshd"
"1835","195","19","E","Oscar","X9","hshd","h","shd","33",41.5,7.5,5,17,5,11,102,9,1,"u",12,8.5,1,9.272727273,41,7.5,5,16,5,11,71,2,2,"ru","n",0,82.5,"33 hshd"
"1836","195","19","W","Oscar","X9","hshd","h","shd","33",36,5.5,4.5,15,4,11,107,10,0,"na",11,9.727272727,0,9.727272727,46,17,6,17,8,8,73,5,1,"r","n",0,159.5,"33 hshd"
"1837","196","20","N","Oscar","X9","hshd","h","shd","0",41,8,5.5,16,5,11,78,15,1,"o",11,7.090909091,0,7.090909091,41,9,5,16,5,10,41,6,2,"or","n",0,107,"0 hshd"
"1838","196","20","S","Oscar","X9","hshd","h","shd","0",35,7,3.5,14,5,9,74,12,2,"u",9,8.222222222,0,8.222222222,38,10.5,5,16,7,9,57,9,2,"o","n",0,98.5,"0 hshd"
"1839","196","20","E","Oscar","X9","hshd","h","shd","0",37,6,4,14,4,9,72,15,1,"u",10,7.2,1,8,42,13,5,18,7,10,39,12,6,"or","n",0,107,"0 hshd"
"1840","196","20","W","Oscar","X9","hshd","h","shd","0",31.5,7.5,4,14,5,9,96,13,1,"u",9,10.66666667,0,10.66666667,32,8.5,5,14,5,9,72,5,1,"o","n",0,160.5,"0 hshd"
"1841","197","21","N","Oscar","X9","hshd","h","shd","33",31.5,11,4,12,5,7,42,14,0,"na",7,6,0,6,39,19,4.5,16,9,7,32,2,1,"r","y",0,117,"33 hshd"
"1842","197","21","S","Oscar","X9","hshd","h","shd","33",19,5,4,10,3,4,19,9,1,"u",7,2.714285714,3,4.75,10,0,4.5,3,0,3,11,0,0,"na","n",0,100,"33 hshd"
"1843","197","21","E","Oscar","X9","hshd","h","shd","33",29.5,8,5,11,5,6,78,10,2,"u",6,13,0,13,38,17,5,15,8,7,46,6,4,"o","n",0,109,"33 hshd"
"1844","197","21","W","Oscar","X9","hshd","h","shd","33",25,6,4,12,5,7,34,9,0,"na",7,4.857142857,0,4.857142857,35.5,12.5,4,16,8,6,20,2,2,"r","n",0,137,"33 hshd"
"1845","198","22","N","Oscar","X9","hshd","h","shd","0",28,10.5,6,11,6,4,27,13,0,"na",5,5.4,1,6.75,38,21,5,15,10,4,28,17,1,"r","n",3,107,"0 hshd"
"1846","198","22","S","Oscar","X9","hshd","h","shd","0",41,12.5,4,15,6,9,112,12,0,"na",9,12.44444444,0,12.44444444,48.5,20,5.5,19,10,9,102,9,3,"ru","n",0,120,"0 hshd"
