"branch_id","plant_id","plant_num","orientation","farmer","plot_id","plot_type","fert_trt","shd_trt","per_thin","n1i_tot_len","n1i_new_len","n1i_diam","n1i_tot_nod","n1i_new_nod","n1i_frtd_nod","n1i_frt","n1i_tot_lvs","n1i_sick_lvs","n1i_sick_type","n1i_pot_nod","n1i_frt_pot_nod","potnod_v_frtnod","n1i_ffnod","n1h_tot_len","n1h_new_len","n1h_diam","n1h_tot_nod","n1h_new_nod","n1h_frtd_nod","n1h_frt","n1h_tot_lvs","n1h_sick_lvs","n1h_sick_type","n1_anth","n1_lat","n1_dens","plot_thin"
"1978","231","55","S","Oscar","X11","hsun","h","sun","33",35.5,6.5,5,17,5,11,182,13,0,"na",12,15.16666667,1,16.54545455,35.5,6,5.5,16,5,11,62,0,0,"na","y",0,62,"33 hsun"
"1979","231","55","E","Oscar","X11","hsun","h","sun","33",32,5,4.5,15,4,11,129,14,1,"u",11,11.72727273,0,11.72727273,33,6.5,5,16,5,11,72,0,0,"na","n",0,99,"33 hsun"
"1980","231","55","W","Oscar","X11","hsun","h","sun","33",24.5,5,4,13,5,7,40,6,0,"na",8,5,1,5.714285714,24,18,4.5,12,9,3,9,0,0,"na","y",0,141,"33 hsun"
"1981","232","56","N","Oscar","X11","hsun","h","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hsun"
"1982","232","56","S","Oscar","X11","hsun","h","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hsun"
"1983","232","56","E","Oscar","X11","hsun","h","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hsun"
"1984","232","56","W","Oscar","X11","hsun","h","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hsun"
"1985","233","57","N","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"1986","233","57","S","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"1987","233","57","E","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"1988","233","57","W","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"1989","234","58","N","Oscar","X11","hsun","h","sun","0",43,10.5,4,16,6,8,55,9,1,"u",10,5.5,2,6.875,47,16,5,18,10,8,37,2,2,"r","y",1,155,"0 hsun"
"1990","234","58","S","Oscar","X11","hsun","h","sun","0",33.5,9,3.5,13,6,6,2.9,12,1,"o",7,0.414285714,1,0.483333333,43,19,5,28,11,4,22,9,4,"or","n",0,115,"0 hsun"
"1991","234","58","E","Oscar","X11","hsun","h","sun","0",25,12,2.5,10,5,2,5,13,1,"u",5,1,3,2.5,43.5,31,4.5,18,14,2,2,11,4,"o","n",0,132.5,"0 hsun"
"1992","234","58","W","Oscar","X11","hsun","h","sun","0",44,10,4,17,6,8,25,12,0,"na",11,2.272727273,3,3.125,51,14,4,18,7,7,1,0,0,"na","y",5,137,"0 hsun"
"1993","235","59","N","Oscar","X11","hsun","h","sun","0",23,11,3.5,10,6,4,20,13,2,"u",4,5,0,5,33.5,22,4.5,13,10,3,19,14,3,"or","n",0,169,"0 hsun"
"1994","235","59","S","Oscar","X11","hsun","h","sun","0",22.5,13,4.5,10,6,4,29,12,1,"u",4,7.25,0,7.25,34,26,4.5,15,11,4,25,11,4,"or","n",0,108,"0 hsun"
"1995","235","59","E","Oscar","X11","hsun","h","sun","0",28,11.5,3.5,12,6,6,27,13,0,"na",6,4.5,0,4.5,40,25,4.5,18,12,5,22,17,0,"na","n",1,128.5,"0 hsun"
"1996","235","59","W","Oscar","X11","hsun","h","sun","0",26.5,11,3,11,7,4,12,12,0,"na",4,3,0,3,41,25,4.5,16,12,4,12,17,4,"or","n",0,120,"0 hsun"
"1997","236","60","N","Oscar","X11","hsun","h","sun","33",27,6,4,12,4,8,95,11,2,"u",8,11.875,0,11.875,27,7.5,4.5,12,4,8,69,2,2,"r","y",0,147,"33 hsun"
"1998","236","60","S","Oscar","X11","hsun","h","sun","33",40,6.5,5,17,5,12,113,12,2,"u",12,9.416666667,0,9.416666667,34,6.5,6,17,5,11,83,0,0,"na","y",0,133,"33 hsun"
"1999","236","60","E","Oscar","X11","hsun","h","sun","33",39,5.5,5.5,20,6,14,119,11,2,"uo",14,8.5,0,8.5,40,5,5,17,5,12,75,0,0,"na","y",0,184,"33 hsun"
"2000","236","60","W","Oscar","X11","hsun","h","sun","33",37,7,4.5,17,5,12,93,9,1,"u",12,7.75,0,7.75,37,9,5,19,7,12,74,4,2,"o","n",4,108,"33 hsun"
"2001","237","61","N","Oscar","X11","hsun","h","sun","33",30,11,5,12,6,6,43,12,2,"u",6,7.166666667,0,7.166666667,37,18.5,6,16,10,6,42,3,0,"na","n",0,184,"33 hsun"
"2002","237","61","S","Oscar","X11","hsun","h","sun","33",24,13,4,10,7,3,17,14,0,"na",3,5.666666667,0,5.666666667,41.5,30,5,17,14,3,10,13,1,"o","n",0,137,"33 hsun"
"2003","237","61","E","Oscar","X11","hsun","h","sun","33",28,10,4.5,11,6,5,25,12,1,"o",5,5,0,5,35,19,5,17,12,5,19,9,2,"o","n",0,162,"33 hsun"
"2004","237","61","W","Oscar","X11","hsun","h","sun","33",28.5,9,4.5,11,6,5,41,14,0,"na",5,8.2,0,8.2,40,21,6,16,10,6,41,9,0,"na","n",0,132.5,"33 hsun"
"2005","238","62","N","Oscar","X11","hsun","h","sun","0",40,7,6,18,6,12,138,13,2,"u",12,11.5,0,11.5,39.5,8,6,18,7,11,82,0,0,"na","y",0,170,"0 hsun"
"2006","238","62","S","Oscar","X11","hsun","h","sun","0",34.5,6.5,4.5,15,5,10,114,11,2,"u",10,11.4,0,11.4,34,8.5,5,15,6,9,51,0,0,"na","y",0,61,"0 hsun"
"2007","238","62","E","Oscar","X11","hsun","h","sun","0",41,8,5,17,6,11,151,9,1,"u",11,13.72727273,0,13.72727273,40,7,5.5,17,6,11,85,2,0,"na","y",0,133,"0 hsun"
"2008","238","62","W","Oscar","X11","hsun","h","sun","0",37.5,9,5,16,6,10,100,12,2,"u",10,10,0,10,35.5,9.5,6,15,6,9,48,0,0,"na","y",0,150,"0 hsun"
"2009","239","63","N","Oscar","X11","hsun","h","sun","0",24.5,8,3,12,6,6,14,9,3,"u",6,2.333333333,0,2.333333333,43,26,5,19,14,5,14,13,0,"na","n",1,61,"0 hsun"
"2010","239","63","S","Oscar","X11","hsun","h","sun","0",35,15,4,14,8,5,23,10,4,"u",6,3.833333333,1,4.6,50,30,4,22,16,4,12,7,1,"o","n",2,140,"0 hsun"
"2011","239","63","E","Oscar","X11","hsun","h","sun","0",25,12.5,3.5,12,7,5,18,9,0,"na",5,3.6,0,3.6,29,17,4,13,10,3,13,2,0,"na","n",0,138,"0 hsun"
"2012","239","63","W","Oscar","X11","hsun","h","sun","0",24,10,5,11,6,5,11,12,0,"na",5,2.2,0,2.2,43.5,31,5,18,14,3,6,12,2,"r","n",0,155.5,"0 hsun"
"2013","240","64","N","Oscar","X11","hsun","h","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hsun"
"2014","240","64","S","Oscar","X11","hsun","h","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hsun"
"2015","240","64","E","Oscar","X11","hsun","h","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hsun"
"2016","240","64","W","Oscar","X11","hsun","h","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 hsun"
"2017","241","65","N","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"2018","241","65","S","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"2019","241","65","E","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"2020","241","65","W","Oscar","X11","hsun","h","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 hsun"
"2021","242","66","N","Oscar","X11","hsun","h","sun","66",26.5,10,4,14,7,7,61,12,0,"na",7,8.714285714,0,8.714285714,42,26,6,20,13,7,49,17,4,"o","n",1,119,"66 hsun"
"2022","242","66","S","Oscar","X11","hsun","h","sun","66",25.5,9.5,4,13,6,7,76,14,0,"na",7,10.85714286,0,10.85714286,26,11,5,13,6,7,52,1,0,"na","y",0,136,"66 hsun"
"2023","242","66","E","Oscar","X11","hsun","h","sun","66",29,9,4,14,6,8,72,13,3,"u",8,9,0,9,40.5,21.5,5,20,12,8,43,7,3,"o","n",0,102,"66 hsun"
"2024","242","66","W","Oscar","X11","hsun","h","sun","66",42,6.5,5.5,18,4,13,160,12,3,"u",14,11.42857143,1,12.30769231,48,13,5.5,20,8,12,60,6,4,"ou","n",2,132,"66 hsun"
"2025","243","67","N","Oscar","X12","lsun","l","sun","0",29,2.5,4.5,11,3,8,84,9,2,"u",8,10.5,0,10.5,27.5,9.5,4.5,13,6,6,30,0,0,"na","y",0,176.5,"0 lsun"
"2026","243","67","S","Oscar","X12","lsun","l","sun","0",37,5.5,5,15,4,11,139,13,2,"u",11,12.63636364,0,12.63636364,35.5,7.5,5,16,6,10,83,0,0,"na","y",0,110,"0 lsun"
"2027","243","67","E","Oscar","X12","lsun","l","sun","0",36,5.5,5,17,5,12,158,14,2,"u",12,13.16666667,0,13.16666667,36.5,9,5,18,7,11,93,3,0,"na","n",0,194.5,"0 lsun"
"2028","243","67","W","Oscar","X12","lsun","l","sun","0",32,6,4.5,15,5,10,124,8,0,"na",10,12.4,0,12.4,34,8.5,6,18,8,10,77,6,0,"na","n",0,126.5,"0 lsun"
"2029","244","68","N","Oscar","X12","lsun","l","sun","0",31,18,5,12,8,4,27,16,0,"na",4,6.75,0,6.75,37,25,5,16,12,4,26,14,1,"o","n",0,165,"0 lsun"
"2030","244","68","S","Oscar","X12","lsun","l","sun","0",44,8,4,17,5,12,105,16,0,"na",12,8.75,0,8.75,46,11.5,5,15,6,11,92,8,4,"r","n",0,126.5,"0 lsun"
"2031","244","68","E","Oscar","X12","lsun","l","sun","0",42,15,5.5,17,9,8,80,17,0,"na",8,10,0,10,46,17,5,20,10,9,61,2,2,"u","y",1,89.5,"0 lsun"
"2032","244","68","W","Oscar","X12","lsun","l","sun","0",36,18.5,4,14,9,4,24,17,0,"na",5,4.8,1,6,39,21.5,5,16,11,4,17,4,0,"na","n",0,122,"0 lsun"
"2033","245","69","N","Oscar","X12","lsun","l","sun","66",31,7.5,5,15,6,9,125,11,2,"u",9,13.88888889,0,13.88888889,32,7.5,5.5,15,6,9,90,1,0,"na","n",0,145,"66 lsun"
"2034","245","69","S","Oscar","X12","lsun","l","sun","66",34,7,5,14,5,9,146,13,3,"u",9,16.22222222,0,16.22222222,38,12.5,5.5,18,8,10,95,7,2,"r","n",0,136,"66 lsun"
"2035","245","69","E","Oscar","X12","lsun","l","sun","66",29,6,6,14,5,9,129,11,2,"u",9,14.33333333,0,14.33333333,32,8,5,14,5,9,84,4,0,"na","n",0,140,"66 lsun"
"2036","245","69","W","Oscar","X12","lsun","l","sun","66",35,8,5,16,5,11,121,11,1,"u",11,11,0,11,36.5,8.5,6,18,7,11,97,3,3,"u","n",0,129.5,"66 lsun"
"2037","246","70","N","Oscar","X12","lsun","l","sun","0",26,9.5,4,11,5,6,48,12,0,"na",6,8,0,8,39,22,4,14,9,5,45,14,3,"o","n",0,131,"0 lsun"
"2038","246","70","S","Oscar","X12","lsun","l","sun","0",21.5,12,4,10,6,4,21,14,1,"u",4,5.25,0,5.25,32,25.5,4,14,11,3,20,17,6,"ou","n",0,198,"0 lsun"
"2039","246","70","E","Oscar","X12","lsun","l","sun","0",19,9,3,10,6,4,17,8,1,"u",4,4.25,0,4.25,34.5,25,4,16,12,4,10,17,5,"ou","n",0,86,"0 lsun"
"2040","246","70","W","Oscar","X12","lsun","l","sun","0",32,11,4.5,15,6,9,65,12,0,"na",9,7.222222222,0,7.222222222,34,14,5,17,8,8,61,0,0,"na","y",0,157.5,"0 lsun"
"2041","247","71","N","Oscar","X12","lsun","l","sun","0",30,6.5,4,13,4,9,100,8,0,"na",9,11.11111111,0,11.11111111,32,9.5,4.5,16,7,9,60,4,2,"o","n",0,174.5,"0 lsun"
"2042","247","71","S","Oscar","X12","lsun","l","sun","0",35,7,4.5,15,5,10,134,9,0,"na",10,13.4,0,13.4,35,8,4.5,16,6,10,74,0,0,"na","y",0,95,"0 lsun"
"2043","247","71","E","Oscar","X12","lsun","l","sun","0",26.5,8.5,4.5,12,6,6,66,10,0,"na",6,11,0,11,29,12.5,4.5,14,8,6,60,6,6,"or","n",0,147,"0 lsun"
"2044","247","71","W","Oscar","X12","lsun","l","sun","0",29,11,4.5,12,6,6,67,14,1,"u",6,11.16666667,0,11.16666667,30,13,4.5,14,8,6,52,6,3,"ru","y",0,149,"0 lsun"
"2045","248","72","N","Oscar","X12","lsun","l","sun","33",24,0,4,10,0,0,0,10,3,"u",10,0,0,0,24,0,3.5,9,0,0,0,0,0,"na","y",0,117,"33 lsun"
"2046","248","72","S","Oscar","X12","lsun","l","sun","33",18.5,13,4,8,7,1,3,14,2,"u",1,3,0,3,45,42.5,5,17,16,1,3,18,4,"ru","n",0,155,"33 lsun"
"2047","248","72","E","Oscar","X12","lsun","l","sun","33",15,9,4,8,6,2,8,8,1,"u",2,4,0,4,20.5,16,4,12,10,2,4,7,3,"u","n",0,89,"33 lsun"
"2048","248","72","W","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,29,5,15,12,3,12,6,3,"o","y",0,159,"33 lsun"
"2049","249","73","N","Oscar","X12","lsun","l","sun","66",23.5,6,3,11,5,6,64,11,0,"na",6,10.66666667,0,10.66666667,26,9.5,4,13,7,6,52,8,2,"r","n",0,89,"66 lsun"
"2050","249","73","S","Oscar","X12","lsun","l","sun","66",29,14,4,13,8,5,50,11,1,"u",5,10,0,10,29,14,4,13,8,5,38,0,0,"na","n",0,163,"66 lsun"
"2051","249","73","E","Oscar","X12","lsun","l","sun","66",32,6,4,12,5,7,50,8,2,"u",7,7.142857143,0,7.142857143,33,6,4.5,12,5,6,22,4,1,"u","n",0,99,"66 lsun"
"2052","249","73","W","Oscar","X12","lsun","l","sun","66",39,10,4,12,5,7,98,12,0,"na",7,14,0,14,42,12,4,13,6,7,57,1,0,"na","n",0,139,"66 lsun"
"2053","250","74","N","Oscar","X12","lsun","l","sun","66",40,9,6,17,6,11,166,11,2,"u",11,15.09090909,0,15.09090909,44,11,5,19,8,11,122,1,1,"r","n",0,112,"66 lsun"
"2054","250","74","S","Oscar","X12","lsun","l","sun","66",35,8,5,14,5,9,108,16,0,"na",9,12,0,12,37,13,5,16,8,8,68,0,0,"na","y",0,102.5,"66 lsun"
"2055","250","74","E","Oscar","X12","lsun","l","sun","66",33,10.5,5,13,6,7,64,15,0,"na",7,9.142857143,0,9.142857143,40.5,19,5,18,11,7,59,5,2,"r","n",0,228,"66 lsun"
"2056","250","74","W","Oscar","X12","lsun","l","sun","66",33.5,10,4,13,6,7,61,13,0,"na",7,8.714285714,0,8.714285714,37,14.5,5,16,9,7,54,5,4,"or","n",0,83,"66 lsun"
"2057","251","75","N","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2058","251","75","S","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2059","251","75","E","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2060","251","75","W","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2061","252","76","N","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2062","252","76","S","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2063","252","76","E","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2064","252","76","W","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2065","253","77","N","Oscar","X12","lsun","l","sun","0",27,8.5,4.5,14,7,5,25,7,1,"u",7,3.571428571,2,5,26,8.5,4,13,6,5,16,0,0,"na","y",0,106,"0 lsun"
"2066","253","77","S","Oscar","X12","lsun","l","sun","0",33,6,4,16,5,10,65,11,0,"na",11,5.909090909,1,6.5,33,6.5,4,14,5,7,46,1,1,"o","n",0,160,"0 lsun"
"2067","253","77","E","Oscar","X12","lsun","l","sun","0",37,10,5.5,17,7,10,77,13,2,"u",10,7.7,0,7.7,37,10.5,5,17,7,10,70,0,0,"na","y",0,116,"0 lsun"
"2068","253","77","W","Oscar","X12","lsun","l","sun","0",35,10,4.5,15,5,9,78,11,3,"u",10,7.8,1,8.666666667,41,16,5,19,9,10,73,4,1,"u","n",0,171,"0 lsun"
"2069","254","78","N","Oscar","X12","lsun","l","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lsun"
"2070","254","78","S","Oscar","X12","lsun","l","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lsun"
"2071","254","78","E","Oscar","X12","lsun","l","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lsun"
"2072","254","78","W","Oscar","X12","lsun","l","sun","0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"0 lsun"
"2073","255","79","N","Oscar","X12","lsun","l","sun","0",29,9,5,13,6,7,65,6,1,"o",7,9.285714286,0,9.285714286,37,16.5,5.5,16,10,6,55,5,2,"or","n",1,99,"0 lsun"
"2074","255","79","S","Oscar","X12","lsun","l","sun","0",26,8,4,10,5,5,32,10,0,"na",5,6.4,0,6.4,36,19,4,15,10,5,20,10,1,"o","n",0,122,"0 lsun"
"2075","255","79","E","Oscar","X12","lsun","l","sun","0",31.5,8,4,12,5,7,32,8,0,"na",7,4.571428571,0,4.571428571,30,8,5,12,5,7,28,2,2,"y","y",0,90,"0 lsun"
"2076","255","79","W","Oscar","X12","lsun","l","sun","0",33.5,10,4,14,6,8,55,10,3,"u",8,6.875,0,6.875,34,10,3.5,14,6,8,42,3,1,"or","y",1,98,"0 lsun"
"2077","256","80","N","Oscar","X12","lsun","l","sun","66",26,7,5.5,14,6,8,84,8,0,"na",8,10.5,0,10.5,27,11,5,16,8,8,43,7,2,"o","n",0,169,"66 lsun"
"2078","256","80","S","Oscar","X12","lsun","l","sun","66",29,6,5,13,4,8,66,11,1,"u",9,7.333333333,1,8.25,30,8,5,15,6,7,63,0,0,"na","y",0,113,"66 lsun"
"2079","256","80","E","Oscar","X12","lsun","l","sun","66",21,3.5,4,10,3,7,43,10,0,"na",7,6.142857143,0,6.142857143,21.5,5.5,4.5,11,5,5,37,4,2,"o","n",0,144,"66 lsun"
"2080","256","80","W","Oscar","X12","lsun","l","sun","66",29,9,4.5,14,6,8,51,9,1,"u",8,6.375,0,6.375,32.5,13,5,16,8,8,44,0,0,"na","y",0,111,"66 lsun"
"2081","257","81","N","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2082","257","81","S","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2083","257","81","E","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2084","257","81","W","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2085","258","82","N","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2086","258","82","S","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2087","258","82","E","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2088","258","82","W","Oscar","X12","lsun","l","sun","33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"na","na",NA,NA,"33 lsun"
"2089","259","83","N","Oscar","X12","lsun","l","sun","0",23,11,4.5,10,6,4,15,12,1,"u",4,3.75,0,3.75,37,27,4.5,16,12,3,12,16,3,"r","n",0,189,"0 lsun"
"2090","259","83","S","Oscar","X12","lsun","l","sun","0",26,11,4,11,6,5,8,11,1,"u",5,1.6,0,1.6,38,23,4.5,15,10,4,6,10,3,"or","n",0,105,"0 lsun"
"2091","259","83","E","Oscar","X12","lsun","l","sun","0",27,11,5,10,5,5,13,11,0,"na",5,2.6,0,2.6,42,29,4.5,18,13,2,6,14,3,"or","n",0,173,"0 lsun"
"2092","259","83","W","Oscar","X12","lsun","l","sun","0",49,9,5,17,6,11,78,13,0,"na",11,7.090909091,0,7.090909091,55,17,5.5,20,9,11,62,13,2,"r","n",2,120,"0 lsun"
"2093","260","84","N","Oscar","X12","lsun","l","sun","33",35.5,4.5,4.5,16,6,9,83,20,3,"u",10,8.3,1,9.222222222,36.5,8,5,16,5,11,77,2,2,"u","n",0,206,"33 lsun"
"2094","260","84","S","Oscar","X12","lsun","l","sun","33",37,10,4.5,14,3,11,134,12,3,"u",11,12.18181818,0,12.18181818,38.5,12,5.5,18,8,8,78,2,0,"na","y",0,91,"33 lsun"
"2095","260","84","E","Oscar","X12","lsun","l","sun","33",43,8,5,17,5,12,98,12,1,"u",12,8.166666667,0,8.166666667,44,8,5,16,5,10,46,0,0,"na","y",0,196.5,"33 lsun"
"2096","260","84","W","Oscar","X12","lsun","l","sun","33",29,4.5,4,12,3,9,49,6,0,"na",9,5.444444444,0,5.444444444,29,13,4,19,12,7,23,0,0,"na","y",0,144,"33 lsun"
"2097","261","85","N","Oscar","X12","lsun","l","sun","66",23,55,4,12,4,8,64,7,0,"na",8,8,0,8,21,5,4,12,4,8,10,1,1,"u","y",0,210,"66 lsun"
"2098","261","85","S","Oscar","X12","lsun","l","sun","66",33.5,8,4,13,4,9,110,12,0,"na",9,12.22222222,0,12.22222222,36,12,5,17,8,9,85,2,1,"r","n",0,105,"66 lsun"
"2099","261","85","E","Oscar","X12","lsun","l","sun","66",26.5,6,4,12,5,7,61,9,1,"u",7,8.714285714,0,8.714285714,27.5,7.5,4,13,6,7,40,3,0,"na","n",0,200,"66 lsun"
"2100","261","85","W","Oscar","X12","lsun","l","sun","66",35,7.5,5,15,5,10,142,10,4,"u",10,14.2,0,14.2,35,7.5,5,15,5,10,77,0,0,"na","y",0,98,"66 lsun"
"2101","262","86","N","Oscar","X12","lsun","l","sun","66",28,6.5,4,13,5,8,100,7,2,"u",8,12.5,0,12.5,29,6.5,5.5,12,4,8,70,1,1,"r","n",0,181,"66 lsun"
"2102","262","86","S","Oscar","X12","lsun","l","sun","66",44,9,5,16,6,10,146,11,0,"na",10,14.6,0,14.6,43,18,6,16,8,8,68,0,0,"na","y",0,138.5,"66 lsun"
"2103","262","86","E","Oscar","X12","lsun","l","sun","66",38,6,5,17,4,12,210,8,0,"na",13,16.15384615,1,17.5,37.5,8,4,15,5,10,98,0,0,"na","y",0,181,"66 lsun"
"2104","262","86","W","Oscar","X12","lsun","l","sun","66",35,5.5,5,14,4,10,143,10,0,"na",10,14.3,0,14.3,36,6,5,15,5,10,63,0,0,"na","y",0,90,"66 lsun"
"2105","263","87","N","Oscar","X12","lsun","l","sun","0",31,9,3,13,5,8,97,9,0,"na",8,12.125,0,12.125,41,18,5,18,10,8,73,17,3,"o","n",0,155,"0 lsun"
"2106","263","87","S","Oscar","X12","lsun","l","sun","0",27,6,3,12,6,6,48,5,0,"na",6,8,0,8,27,6,4,10,4,6,34,0,0,"na","y",0,107,"0 lsun"
