branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1h_len,e1h_tot_nod,e1h_frt_nod,e1h_tot_fruit,e1h_tot_lvs,e2f_len,e2f_tot_nod,e2f_flor_nod,e2f_buds,e2f_lvs,e2i_len,e2i_tot_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2h_len,e2h_tot_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs
643,161,73,E,Miguel,X8,lsun,l,sun,66,27,12,9,32,14,6,27,12,2,7,0,27.5,10,0,0,0,26,11,0,0,0,26,13,0,0,0
644,161,73,W,Miguel,X8,lsun,l,sun,66,18,7,3,21,7,9,20.5,11,1,6,1,19,9,0,0,0,19,9,0,0,0,18,8,0,0,0
645,162,74,N,Miguel,X8,lsun,l,sun,0,29,10,6,NA,22,12,39.5,15,9,28,15,40.5,15,6,17,0,41,16,6,16,2,47,24,7,12,6
646,162,74,S,Miguel,X8,lsun,l,sun,0,26,11,6,NA,39,5,28,13,6,34,4,26.5,12,0,0,2,28,14,0,0,3,29,15,0,0,6
647,162,74,E,Miguel,X8,lsun,l,sun,0,33,10,9,NA,82,5,33,11,6,60,0,33,12,0,0,0,31,11,0,0,0,32,11,0,0,0
648,162,74,W,Miguel,X8,lsun,l,sun,0,36,13,10,NA,121,15,40,16,10,118,2,40,14,0,0,0,41,19,0,0,4,47,24,0,0,7
649,163,75,N,Miguel,X8,lsun,l,sun,33,22,6,3,50,40,2,20,5,2,18,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,2,0,0,0
650,163,75,S,Miguel,X8,lsun,l,sun,33,31,11,7,89,67,10,34,12,5,48,1,34,13,0,0,0,32,13,0,0,0,26,9,0,0,0
651,163,75,E,Miguel,X8,lsun,l,sun,33,35,12,8,72,49,12,38,13,5,37,2,38,16,1,1,1,41,17,0,0,4,53,21,0,0,9
652,163,75,W,Miguel,X8,lsun,l,sun,33,31,13,7,86,73,12,34,13,5,63,1,34,13,0,0,1,35.5,15,0,0,7,46.5,21,0,0,7
653,164,76,N,Miguel,X8,lsun,l,sun,33,29,10,8,40,23,10,23,13,5,19,3,23,13,5,9,3,25,19,1,1,4,27,21,0,0,3
654,164,76,S,Miguel,X8,lsun,l,sun,33,24.5,11,7,28,15,11,35.5,18,5,10,4,34,17,10,56,5,39,19,9,50,8,40,23,7,30,1
655,164,76,E,Miguel,X8,lsun,l,sun,33,19.5,8,6,25,16,8,19.5,10,3,5,0,21.5,10,2,4,0,19.5,9,0,0,0,19.5,7,0,0,0
656,164,76,W,Miguel,X8,lsun,l,sun,33,27,12,8,58,39,10,25.5,9,6,30,1,26,10,0,0,0,25,10,0,0,0,na,na,na,na,na
657,165,77,N,Miguel,X8,lsun,l,sun,0,27.5,10,6,NA,44,1,28,10,6,33,0,28,9,0,0,0,19.5,9,0,0,0,26.5,9,0,0,0
658,165,77,S,Miguel,X8,lsun,l,sun,0,30.5,11,7,NA,70,15,45.5,16,6,73,14,43,17,7,30,3,48,20,7,24,11,55,25,5,23,12
659,165,77,E,Miguel,X8,lsun,l,sun,0,22,11,8,NA,42,6,22,9,5,29,0,22,12,0,0,0,22,9,0,0,0,15,8,0,0,0
660,165,77,W,Miguel,X8,lsun,l,sun,0,36.5,18,12,NA,80,10,39.5,16,9,65,2,38,15,0,0,0,39,16,0,0,0,34,13,0,0,0
661,166,78,N,Miguel,X8,lsun,l,sun,0,23,12,8,NA,23,11,33,19,4,10,14,32.5,19,8,48,2,37,24,3,11,8,na,na,na,na,na
662,166,78,S,Miguel,X8,lsun,l,sun,0,22,13,7,NA,17,9,29,17,4,11,6,29,18,4,10,2,32,21,1,1,8,na,na,na,na,na
663,166,78,E,Miguel,X8,lsun,l,sun,0,23,10,4,NA,20,8,29,12,4,16,5,31,12,4,12,4,33,16,3,5,6,35,17,3,4,0
664,166,78,W,Miguel,X8,lsun,l,sun,0,20,9,6,NA,19,6,22,11,4,17,3,22,9,0,0,0,22,11,0,0,0,na,na,na,na,na
665,167,79,N,Miguel,X8,lsun,l,sun,33,29,13,9,50,40,9,44.5,19,7,30,11,44.5,19,8,29,5,47,22,7,24,9,53,26,7,20,7
666,167,79,S,Miguel,X8,lsun,l,sun,33,29,12,8,54,29,9,39,17,4,6,8,39,17,8,28,2,42,19,6,22,8,51,25,2,7,13
667,167,79,E,Miguel,X8,lsun,l,sun,33,32.5,13,10,53,42,7,36,16,4,15,3,35,17,0,0,1,36,17,0,0,2,na,na,na,na,na
668,167,79,W,Miguel,X8,lsun,l,sun,33,21.5,10,6,10,7,8,26,13,1,3,2,25.5,13,0,0,0,26,12,0,0,0,na,na,na,na,na
669,168,80,N,Miguel,X8,lsun,l,sun,0,24,11,6,NA,55,9,22,11,7,54,0,24.5,11,0,0,0,24,11,0,0,4,24,11,0,0,0
670,168,80,S,Miguel,X8,lsun,l,sun,0,30,12,8,NA,48,10,35.5,16,5,20,3,35.5,17,8,26,4,36,20,4,10,7,43,21,4,8,7
671,168,80,E,Miguel,X8,lsun,l,sun,0,33,12,10,NA,63,5,31.5,12,10,66,0,32,12,0,0,0,31,11,0,0,0,31.5,12,0,0,0
672,168,80,W,Miguel,X8,lsun,l,sun,0,33.5,15,10,NA,65,13,40,16,7,41,11,39,17,8,32,1,41,19,8,29,2,42.5,20,5,8,3
673,169,81,N,Miguel,X8,lsun,l,sun,33,30,12,9,65,50,9,41,18,5,27,11,41.5,18,9,52,4,42,19,8,44,6,44,19,6,34,3
674,169,81,S,Miguel,X8,lsun,l,sun,33,15,9,6,39,19,12,27,12,3,14,1,26.5,9,2,3,2,26,10,0,0,0,28.5,15,1,1,3
675,169,81,E,Miguel,X8,lsun,l,sun,33,27,10,7,47,38,10,28,10,4,22,2,29,10,0,0,2,28,14,0,0,6,35.5,18,0,0,9
676,169,81,W,Miguel,X8,lsun,l,sun,33,19,8,5,6,6,9,23.5,11,2,4,4,21.5,12,2,3,3,22,14,2,3,2,26,16,1,1,5
677,170,82,N,Miguel,X8,lsun,l,sun,0,24,9,7,NA,41,7,23.5,10,6,36,0,21.5,7,0,0,0,20,7,0,0,0,20,7,0,0,0
678,170,82,S,Miguel,X8,lsun,l,sun,0,25,9,6,NA,61,10,24.5,9,6,34,0,26,9,0,0,0,26,9,0,0,0,24,10,0,0,0
679,170,82,E,Miguel,X8,lsun,l,sun,0,18,8,4,NA,14,7,19,10,4,11,3,18,9,0,0,0,17,10,0,0,0,17,9,0,0,0
680,170,82,W,Miguel,X8,lsun,l,sun,0,27,10,6,NA,57,11,28,11,6,41,0,27,11,0,0,0,27,10,0,0,0,na,na,na,na,na
681,171,83,N,Miguel,X8,lsun,l,sun,0,17,5,3,NA,11,5,17,6,4,11,3,16.5,6,0,0,0,17,8,0,0,2,19.5,10,0,0,4
682,171,83,S,Miguel,X8,lsun,l,sun,0,34.5,10,7,NA,44,9,34.5,11,5,23,6,35,11,0,0,0,34.5,10,0,0,0,33.5,9,0,0,0
683,171,83,E,Miguel,X8,lsun,l,sun,0,23,7,4,NA,16,9,25,8,3,6,2,25,8,4,7,0,26,10,0,0,4,27.5,11,0,0,6
684,171,83,W,Miguel,X8,lsun,l,sun,0,15,5,4,NA,14,2,17,5,3,11,0,17.5,5,0,0,0,15,4,0,0,4,20,8,0,0,5
685,172,84,N,Miguel,X8,lsun,l,sun,66,27,12,7,8,5,7,33,15,1,2,0,33,14,0,0,0,33,14,0,0,0,11,3,0,0,0
686,172,84,S,Miguel,X8,lsun,l,sun,66,16,8,4,9,1,10,24.5,11,1,1,9,24,10,8,36,0,24,9,5,30,0,21.5,10,2,2,0
687,172,84,E,Miguel,X8,lsun,l,sun,66,33.5,12,9,19,6,7,47,20,1,1,10,51,20,9,20,2,50,22,4,8,3,51,22,2,5,0
688,172,84,W,Miguel,X8,lsun,l,sun,66,18.5,10,5,4,1,7,26.5,13,0,0,5,28,12,7,28,3,31,15,4,21,7,30.5,15,4,15,2
689,173,85,N,Miguel,X8,lsun,l,sun,0,29,12,9,NA,60,9,29.5,11,7,42,0,29,12,0,0,0,27.5,9,0,0,0,26,10,0,0,0
690,173,85,S,Miguel,X8,lsun,l,sun,0,31,14,10,NA,54,10,34,13,6,41,3,30,13,1,1,2,32,14,3,4,3,31,14,0,0,1
691,173,85,E,Miguel,X8,lsun,l,sun,0,23.5,10,7,NA,52,8,29,14,6,38,5,29.5,14,0,0,0,30,17,0,0,5,33,19,0,0,8
692,173,85,W,Miguel,X8,lsun,l,sun,0,31,14,10,NA,67,8,42.5,18,9,42,10,44.5,19,6,21,4,47,23,9,19,9,56,28,0,0,12
693,174,86,N,Miguel,X8,lsun,l,sun,66,29,9,6,59,19,11,34,12,3,16,12,31.5,9,0,0,0,37,18,0,0,2,42,17,0,0,5
694,174,86,S,Miguel,X8,lsun,l,sun,66,29,10,7,79,37,12,44,15,4,35,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
695,174,86,E,Miguel,X8,lsun,l,sun,66,28.5,12,7,46,24,9,40,17,3,12,11,41,17,8,66,5,46,22,10,31,9,56,25,6,10,13
696,174,86,W,Miguel,X8,lsun,l,sun,66,32,12,9,74,30,13,47.5,18,3,19,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
697,175,87,N,Miguel,X8,lsun,l,sun,66,30,12,7,39,15,12,48,19,2,8,12,48,18,10,62,8,52,22,10,67,13,57.5,25,6,50,14
698,175,87,S,Miguel,X8,lsun,l,sun,66,16,6,2,6,5,6,25,10,1,1,12,25.5,9,6,53,4,28,11,7,43,6,26,11,3,19,0
699,175,87,E,Miguel,X8,lsun,l,sun,66,15,6,1,3,3,7,13,5,1,3,4,15,6,3,13,4,13,6,5,13,3,13,6,2,5,1
700,175,87,W,Miguel,X8,lsun,l,sun,66,18,7,3,24,5,10,38.5,15,1,5,18,40,15,12,77,9,43,19,9,70,14,48,21,7,44,10
701,176,88,N,Miguel,X8,lsun,l,sun,33,32.5,9,7,31,19,4,33.5,8,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
702,176,88,S,Miguel,X8,lsun,l,sun,33,31,9,6,7,4,8,24.5,6,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
703,176,88,E,Miguel,X8,lsun,l,sun,33,22,6,3,10,8,8,23.5,8,2,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
704,176,88,W,Miguel,X8,lsun,l,sun,33,30,10,6,47,34,7,30,10,4,24,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
705,177,1,N,Oscar,X9,hshd,h,shd,0,26,12,5,NA,66,13,28,12,4,41,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
706,177,1,S,Oscar,X9,hshd,h,shd,0,30.5,14,9,NA,88,15,39,19,9,27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
707,177,1,E,Oscar,X9,hshd,h,shd,0,27,13,7,NA,66,11,33,14,6,33,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
708,177,1,W,Oscar,X9,hshd,h,shd,0,30.5,14,6,NA,104,17,31.5,13,6,63,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
709,178,2,N,Oscar,X9,hshd,h,shd,33,19,9,3,13,11,18,25.5,15,2,10,4,27,16,10,22,5,28,20,4,6,7,29,18,3,6,0
710,178,2,S,Oscar,X9,hshd,h,shd,33,20,11,5,26,20,6,19,10,1,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
711,178,2,E,Oscar,X9,hshd,h,shd,33,20,12,5,40,35,10,27.5,16,4,33,2,29,16,5,10,2,27,19,0,0,4,29,19,0,0,3
712,178,2,W,Oscar,X9,hshd,h,shd,33,30,17,10,21,12,11,41,23,4,9,9,42.5,23,17,79,4,45,25,10,50,4,45,28,8,39,2
713,179,3,N,Oscar,X9,hshd,h,shd,33,24,11,7,78,50,10,23,11,4,25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
714,179,3,S,Oscar,X9,hshd,h,shd,33,40,17,12,157,99,12,32.5,12,6,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
715,179,3,E,Oscar,X9,hshd,h,shd,33,27.5,14,9,86,63,17,30.5,16,6,40,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
716,179,3,W,Oscar,X9,hshd,h,shd,33,31,13,8,72,49,10,31,15,6,23,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
717,180,4,N,Oscar,X9,hshd,h,shd,66,29.5,12,6,25,10,18,49,19,2,5,16,52.5,21,11,43,14,56,22,8,39,14,63,29,6,21,15
718,180,4,S,Oscar,X9,hshd,h,shd,66,27,10,4,24,8,14,42,17,2,4,8,44,18,1,2,10,49,21,1,2,13,57,24,3,4,15
719,180,4,E,Oscar,X9,hshd,h,shd,66,25,11,6,9,4,16,41,16,4,5,13,42,17,12,91,13,47.5,20,9,75,14,51,23,9,64,7
720,180,4,W,Oscar,X9,hshd,h,shd,66,27,11,5,43,21,16,26.5,11,2,13,0,26.5,11,0,0,0,26,11,0,0,0,na,na,na,na,na
721,181,5,N,Oscar,X9,hshd,h,shd,33,21,12,5,24,17,8,21.5,10,4,14,4,20,9,4,20,1,20,10,2,13,4,19,10,2,11,0
722,181,5,S,Oscar,X9,hshd,h,shd,33,25.5,11,5,33,22,15,42,18,4,10,16,44,17,13,147,10,48,20,10,100,10,55,27,13,64,5
723,181,5,E,Oscar,X9,hshd,h,shd,33,32,13,9,45,30,10,31,14,5,24,1,23,8,1,1,0,21,8,0,0,0,20.5,7,0,0,0
724,181,5,W,Oscar,X9,hshd,h,shd,33,22.5,10,4,7,5,10,28,13,1,2,1,27.5,12,0,0,1,27,12,0,0,0,na,na,na,na,na
725,182,6,N,Oscar,X9,hshd,h,shd,0,30,13,9,NA,79,9,31,14,9,42,0,23,9,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
726,182,6,S,Oscar,X9,hshd,h,shd,0,13.5,7,3,NA,31,7,20,10,3,21,10,21,11,3,10,2,NA,NA,NA,NA,NA,na,na,na,na,na
727,182,6,E,Oscar,X9,hshd,h,shd,0,24.5,12,7,NA,80,16,27,11,7,33,4,27,12,0,0,1,NA,NA,NA,NA,NA,na,na,na,na,na
728,182,6,W,Oscar,X9,hshd,h,shd,0,33,15,9,NA,54,12,35,16,9,35,0,35.5,16,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
729,183,7,N,Oscar,X9,hshd,h,shd,66,16,10,4,18,10,11,33,15,2,10,15,33,14,11,167,12,38,18,11,153,11,39,20,11,82,0
730,183,7,S,Oscar,X9,hshd,h,shd,66,18,10,5,32,16,18,29.5,13,2,13,4,29,12,3,12,2,28,11,3,11,1,25,12,1,2,0
731,183,7,E,Oscar,X9,hshd,h,shd,66,27,14,9,63,23,12,40,18,3,13,15,40,19,11,139,6,45,19,10,147,6,46,23,10,50,0
732,183,7,W,Oscar,X9,hshd,h,shd,66,24.5,11,7,59,34,17,33.5,17,3,14,13,35,17,9,86,7,38,20,8,74,10,44,22,6,49,6
733,184,8,N,Oscar,X9,hshd,h,shd,33,33,16,10,64,52,12,35.5,16,5,20,9,35,16,7,39,0,36.5,17,4,21,4,39,23,5,14,4
734,184,8,S,Oscar,X9,hshd,h,shd,33,13,7,3,20,17,10,17,8,2,18,6,17,10,5,30,1,20,11,4,16,4,19,13,4,10,0
735,184,8,E,Oscar,X9,hshd,h,shd,33,36.5,18,12,66,43,13,46,22,3,12,6,46.5,23,8,45,4,47,28,8,24,9,49,26,3,4,0
736,184,8,W,Oscar,X9,hshd,h,shd,33,38,17,12,114,67,11,44,20,7,35,7,44,21,10,28,5,46,23,8,18,11,51,27,3,6,1
737,185,9,N,Oscar,X9,hshd,h,shd,66,16.5,9,6,50,19,5,15.5,10,3,19,3,16,9,3,9,1,19,12,2,3,6,21,14,2,2,2
738,185,9,S,Oscar,X9,hshd,h,shd,66,23,12,5,39,19,12,38,18,2,17,13,40.5,18,12,160,5,41.5,20,9,133,5,42,19,9,99,0
739,185,9,E,Oscar,X9,hshd,h,shd,66,34,16,11,92,35,9,45,22,4,22,19,47.5,23,13,126,8,51,25,10,107,9,49,25,9,66,0
740,185,9,W,Oscar,X9,hshd,h,shd,66,34,15,10,64,10,12,43,19,1,1,4,42,18,4,20,0,41,17,4,16,0,40,16,3,9,0
741,186,10,N,Oscar,X9,hshd,h,shd,0,35,13,7,NA,35,8,40,17,6,23,9,42,17,9,47,7,45,20,9,44,12,46,21,9,36,0
742,186,10,S,Oscar,X9,hshd,h,shd,0,30,10,3,NA,13,15,33,12,3,13,0,32,10,0,0,0,30,11,0,0,0,31,10,0,0,0
743,186,10,E,Oscar,X9,hshd,h,shd,0,33,10,5,NA,23,7,21,5,4,13,0,21.5,5,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
744,186,10,W,Oscar,X9,hshd,h,shd,0,30,10,4,NA,20,7,30,10,4,14,5,31.5,10,6,17,4,34.5,13,4,9,9,39,15,3,7,10
745,187,11,N,Oscar,X9,hshd,h,shd,0,33,15,10,NA,96,9,40,16,7,39,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
746,187,11,S,Oscar,X9,hshd,h,shd,0,34.5,15,9,NA,67,12,38.5,17,9,30,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
747,187,11,E,Oscar,X9,hshd,h,shd,0,39,17,11,NA,77,16,43.5,18,10,39,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
748,187,11,W,Oscar,X9,hshd,h,shd,0,24,12,6,NA,29,12,25,11,5,16,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
749,188,12,N,Oscar,X9,hshd,h,shd,0,24,10,5,NA,31,11,26,12,1,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
750,188,12,S,Oscar,X9,hshd,h,shd,0,19.5,11,5,NA,26,6,14.5,5,4,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
751,188,12,E,Oscar,X9,hshd,h,shd,0,20,10,7,NA,35,7,19,10,6,15,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
752,188,12,W,Oscar,X9,hshd,h,shd,0,26.5,10,6,NA,36,10,25,12,6,23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
753,189,13,N,Oscar,X9,hshd,h,shd,66,13,9,3,11,4,10,19.5,13,0,0,9,21,13,7,63,7,25.5,18,7,60,8,29,21,7,37,6
754,189,13,S,Oscar,X9,hshd,h,shd,66,22.5,10,6,46,12,14,28,12,1,4,10,29,15,7,76,7,34,17,7,38,9,41,20,6,29,11
755,189,13,E,Oscar,X9,hshd,h,shd,66,22,10,7,56,24,12,29,14,4,7,15,32,15,7,137,4,32,18,7,90,11,33,17,4,37,0
756,189,13,W,Oscar,X9,hshd,h,shd,66,16,9,4,13,2,9,25,13,2,2,12,26.5,14,8,103,5,39,16,8,70,7,29,14,8,45,0
757,190,14,N,Oscar,X9,hshd,h,shd,0,10,5,1,NA,6,10,19,9,1,4,5,18,9,8,40,2,22.5,11,6,31,7,24.5,15,5,26,0
758,190,14,S,Oscar,X9,hshd,h,shd,0,23.5,9,5,NA,27,8,23.5,10,5,23,0,24,11,0,0,0,23.5,10,0,0,0,na,na,na,na,na
759,190,14,E,Oscar,X9,hshd,h,shd,0,10.5,7,2,NA,9,6,17.5,6,2,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na
760,190,14,W,Oscar,X9,hshd,h,shd,0,33.5,14,9,NA,37,16,39.5,18,6,32,10,42.5,19,11,122,6,48.5,22,11,97,12,49.5,24,11,71,5
761,191,15,N,Oscar,X9,hshd,h,shd,0,26.5,12,3,NA,9,8,30,13,3,8,4,29,13,7,16,0,29,12,2,2,0,na,na,na,na,na
762,191,15,S,Oscar,X9,hshd,h,shd,0,28,10,6,NA,8,6,36,14,2,2,6,36,15,11,51,5,39,19,6,37,10,43,18,6,21,10
763,191,15,E,Oscar,X9,hshd,h,shd,0,25.5,12,5,NA,18,10,30.5,14,4,15,2,31,15,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
764,191,15,W,Oscar,X9,hshd,h,shd,0,26,11,6,NA,18,11,26.5,11,2,10,3,27,11,5,21,0,25,10,3,6,0,na,na,na,na,na
765,192,16,N,Oscar,X9,hshd,h,shd,66,37.5,14,9,90,29,14,55.5,18,4,20,14,56,19,14,101,8,60,25,10,96,10,60,26,11,46,5
766,192,16,S,Oscar,X9,hshd,h,shd,66,35,12,7,120,50,12,53.5,18,2,30,16,55.5,18,12,144,15,60,22,10,143,18,66,24,10,124,16
767,192,16,E,Oscar,X9,hshd,h,shd,66,32,12,7,68,34,11,44,18,4,17,17,45,18,12,101,7,49,21,10,68,11,49,21,9,38,0
768,192,16,W,Oscar,X9,hshd,h,shd,66,33,13,7,64,28,15,42,15,2,14,9,40,15,4,10,9,44,17,3,3,10,47,21,2,3,6
769,193,17,N,Oscar,X9,hshd,h,shd,0,38,15,8,NA,82,12,46.5,18,8,51,12,46,18,7,17,1,54,22,6,6,15,na,na,na,na,na
770,193,17,S,Oscar,X9,hshd,h,shd,0,39,14,8,NA,43,15,39.5,16,4,24,11,44,18,7,27,11,48,20,4,20,14,na,na,na,na,na
771,193,17,E,Oscar,X9,hshd,h,shd,0,37,14,8,NA,62,13,40,16,8,40,16,41,16,8,23,9,47,16,7,16,7,na,na,na,na,na
772,193,17,W,Oscar,X9,hshd,h,shd,0,41,15,9,NA,86,12,44,17,9,47,5,45,17,2,3,5,45,18,0,0,7,53.5,24,0,0,10
773,194,18,N,Oscar,X9,hshd,h,shd,66,36,13,8,129,49,18,55.5,19,3,37,19,57,20,12,143,11,63,24,12,151,15,67,26,11,96,2
774,194,18,S,Oscar,X9,hshd,h,shd,66,25.5,11,6,86,36,19,36,15,2,28,10,34,13,7,86,4,33,12,5,65,0,31,12,6,49,0
775,194,18,E,Oscar,X9,hshd,h,shd,66,36.5,13,8,129,56,16,49.5,19,3,35,12,51.5,19,11,134,4,52.5,21,10,119,9,53,21,11,65,0
776,194,18,W,Oscar,X9,hshd,h,shd,66,38.5,13,8,129,47,18,57,20,3,32,19,57,20,12,124,15,60,23,12,129,18,66,26,11,53,12
777,195,19,N,Oscar,X9,hshd,h,shd,33,43,16,11,142,83,12,48,19,8,52,10,48,20,9,61,3,51,19,5,25,7,50,2.4,5,18,4
778,195,19,S,Oscar,X9,hshd,h,shd,33,36,15,9,101,71,16,42,17,6,46,11,43,17,7,55,3,45.5,21,6,41,8,43.5,19,6,18,0
779,195,19,E,Oscar,X9,hshd,h,shd,33,31,13,7,96,59,11,40,17,5,49,11,40.5,17,10,100,3,41,19,9,46,5,44,23,7,18,5
780,195,19,W,Oscar,X9,hshd,h,shd,33,33,14,8,47,33,7,34.5,13,5,24,0,34,15,0,0,0,34,16,0,0,0,na,na,na,na,na
781,196,20,N,Oscar,X9,hshd,h,shd,0,46,18,13,NA,166,15,50,20,12,86,0,38.5,13,0,0,0,38.5,12,0,0,0,na,na,na,na,na
782,196,20,S,Oscar,X9,hshd,h,shd,0,48,17,12,NA,143,16,49,18,11,76,5,48,18,1,1,2,NA,NA,NA,NA,NA,na,na,na,na,na
783,196,20,E,Oscar,X9,hshd,h,shd,0,53.5,18,13,NA,187,18,61.5,22,12,119,7,60,22,7,9,0,61,23,0,0,6,72,31,0,0,7
784,196,20,W,Oscar,X9,hshd,h,shd,0,45,17,11,NA,183,22,52,20,10,80,17,53,20,4,8,7,58,23,0,0,6,65.5,24,9,1,5
785,197,21,N,Oscar,X9,hshd,h,shd,33,27.5,14,8,43,34,14,41,19,4,10,10,42,18,10,74,5,45,22,9,35,5,42,33,7,18,0
786,197,21,S,Oscar,X9,hshd,h,shd,33,31.5,15,9,30,23,12,37,18,6,29,8,38,18,10,69,3,41,20,8,47,5,42,24,7,21,0
787,197,21,E,Oscar,X9,hshd,h,shd,33,38.5,16,9,102,68,13,48.5,19,6,42,6,51,19,7,66,1,58,21,8,60,4,51,22,7,35,0
788,197,21,W,Oscar,X9,hshd,h,shd,33,25,12,7,7,5,11,28.5,14,2,4,4,28.5,13,6,44,4,30.5,17,5,33,5,31,18,5,17,0
789,198,22,N,Oscar,X9,hshd,h,shd,0,34,13,8,NA,86,10,45.5,17,7,73,9,47,17,8,52,3,51.5,16,8,48,11,54.5,22,9,41,7
790,198,22,S,Oscar,X9,hshd,h,shd,0,30,11,6,NA,48,9,41,15,6,29,13,41,16,7,131,2,48,20,8,112,8,53.5,22,7,86,10
791,198,22,E,Oscar,X9,hshd,h,shd,0,14,7,3,NA,10,7,20,9,3,9,9,20,9,5,31,8,25,11,5,24,13,39,17,4,19,14
792,198,22,W,Oscar,X9,hshd,h,shd,0,29,15,10,NA,44,14,28,13,9,35,3,29,14,1,2,2,30.5,15,1,2,4,35,18,0,0,5
793,199,23,N,Oscar,X10,lshd,l,shd,66,30,13,8,35,18,12,37,14,2,3,8,37,15,6,81,3,34,12,5,52,1,26,11,4,30,0
794,199,23,S,Oscar,X10,lshd,l,shd,66,23,12,8,23,10,8,21.5,11,1,3,0,21,12,0,0,0,22.5,12,0,0,0,na,na,na,na,na
795,199,23,E,Oscar,X10,lshd,l,shd,66,31,13,8,32,4,9,30,11,1,1,5,30,12,6,36,4,32.5,16,6,26,5,29.5,14,5,19,1
796,199,23,W,Oscar,X10,lshd,l,shd,66,20,11,5,2,2,4,27,15,2,3,8,29,16,5,40,5,34,20,4,30,7,33,18,4,14,0
797,200,24,N,Oscar,X10,lshd,l,shd,0,26.5,11,4,NA,27,13,29,10,4,20,1,35,10,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
798,200,24,S,Oscar,X10,lshd,l,shd,0,36.5,18,12,NA,33,10,49,23,7,20,9,49.5,23,13,94,3,50.5,27,9,73,7,63,30,9,47,8
799,200,24,E,Oscar,X10,lshd,l,shd,0,35,13,6,NA,46,11,39,13,6,38,2,27,12,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
800,200,24,W,Oscar,X10,lshd,l,shd,0,27,12,6,NA,14,9,34.5,13,3,9,0,33,14,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
801,201,25,N,Oscar,X10,lshd,l,shd,0,29,14,7,NA,70,16,31,13,7,37,5,30.5,13,2,3,0,NA,NA,NA,NA,NA,na,na,na,na,na
802,201,25,S,Oscar,X10,lshd,l,shd,0,25,10,5,NA,46,11,38,14,4,14,8,39,14,8,62,4,41,17,8,61,6,40,17,7,24,0
803,201,25,E,Oscar,X10,lshd,l,shd,0,25,11,4,NA,37,14,37,17,4,22,15,37,17,12,132,5,42,20,11,115,11,41,20,10,73,0
804,201,25,W,Oscar,X10,lshd,l,shd,0,26,10,6,NA,44,11,29,12,4,19,0,29,11,0,0,0,NA,NA,NA,NA,NA,na,na,na,na,na
805,202,26,N,Oscar,X10,lshd,l,shd,33,29,15,9,64,38,12,40.5,19,7,37,1,41,20,11,56,0,40,19,7,29,0,37.5,18,1,2,0
806,202,26,S,Oscar,X10,lshd,l,shd,33,20,10,4,38,27,12,32,16,3,13,14,35,17,11,118,9,39,21,11,92,11,40,19,7,50,0
