branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,e1i_len,e1i_tot_nod,e1i_pot_nod,e1i_new_nod,e1i_pre_frt,e1i_post_frt,e1i_tot_lvs,e1i_sick_lvs,e1i_sick_id,e1_calc_per_thin,e1i_frt_pot_nod,e1h_len,e1h_tot_nod,e1h_new_nod,e1h_frt_nod,e1h_pot_nod,e1h_tot_fruit,e1h_tot_lvs,e1h_sick,e1h_sick_id,e1h_db_anth,e1h_anthrac,e1i_ht,e1h_ht,e1_ortho,e2f_length,e2f_lat,e2f_tot_nod,e2f_new_nod,e2f_flor_nod,e2f_buds,checkingbuds,e2f_lvs,e2f_sick,e2f_sick_id,e2f_anthrac,e2i_tot_len,e2i_new_len,e2i_diam,e2i_tot_nod,e2i_new_nod,e2i_frt_nod,e2i_frts,e2i_lvs,e2i_sick,e2i_sick_id,e2i_lat,e2i_db_anth,e2f_bud_nod ,e2i_ffnod,e2f_bud_nod_int ,e2h_tot_len,e2h_new_len,e2h_diam,e2h_tot_nod,e2h_new_nod,e2h_frtd_nod,e2h_frt,e2h_tot_lvs,e2h_sick_lvs,e2h_sick_type,e2h_anth,e2h_lat,
17,5,5,N,Fernando,X1,hshd,h,shd,0,30,8,2,6,NA,11,12,1,O,NA,5.5,32.5,9,7,2,2,9,7,0,NA,NA,NA,211,230,3,33.5,0,8,0,7,24,17,4,0,NA,N,41,9,3.5,11,3,7,23,8,1,u,0,0,3.428571429,3.285714286,3,41.00,12.50,3.50,13.00,5.00,6.00,9.00,2.00,1.00,o,n,0,
18,5,5,S,Fernando,X1,hshd,h,shd,0,44,12,6,6,NA,17,13,1,O,NA,2.833333333,56,15,9,5,6,15,14,2,RU,0,N,211,230,3,52,2,13,0,9,76,67,11,3,OU,N,53,0,4.5,12,0,8,67,6,1,o,2,1,8.444444444,8.375,8,45.00,5.00,6.00,11.00,1.00,6.00,29.00,0.00,0.00,na,n,0,
19,5,5,E,Fernando,X1,hshd,h,shd,0,16,6,4,2,NA,9,9,2,OR,NA,2.25,15,6,3,2,3,3,7,0,NA,NA,NA,211,230,3,15,0,6,0,0,0,0,7,2,O,N,14,8,3,6,3,1,1,7,1,u,0,0,0,1,0,14.00,0.00,3.50,6.00,0.00,0.00,0.00,7.00,2.00,u,n,0,
20,5,5,W,Fernando,X1,hshd,h,shd,0,26,7,2,5,NA,9,12,2,OU,NA,4.5,25,7,5,2,2,7,7,3,U,0,N,211,230,3,25.5,0,7,1,3,6,3,3,1,O,N,35.5,10.5,3,11,4,3,5,10,1,u,1,0,2,1.666666667,2,35.00,11.00,3.50,11.00,5.00,2.00,2.00,8.00,2.00,o,n,1,
21,6,6,N,Fernando,X1,hshd,h,shd,0,28,12,9,3,NA,106,10,1,O,NA,11.77777778,31,12,3,8,9,62,1,0,NA,1,Y,218,231,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
22,6,6,S,Fernando,X1,hshd,h,shd,0,46,14,10,4,NA,104,9,0,NA,NA,10.4,38.5,14,3,9,11,61,0,NA,NA,1,Y,218,231,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
23,6,6,E,Fernando,X1,hshd,h,shd,0,38,15,10,5,NA,104,13,0,NA,NA,10.4,42,17,7,9,10,66,7,5,OU,0,N,218,231,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
24,6,6,W,Fernando,X1,hshd,h,shd,0,45,18,14,4,NA,155,14,2,O,NA,11.07142857,48.5,17,3,11,14,80,0,NA,NA,1,Y,218,231,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
25,7,7,N,Fernando,X1,hshd,h,shd,0,35,10,6,4,NA,38,6,1,O,NA,6.333333333,35,10,4,5,6,23,4,4,OR,0,N,178,199,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
26,7,7,S,Fernando,X1,hshd,h,shd,0,37,12,8,4,NA,30,9,0,NA,NA,3.75,31,14,6,6,8,27,5,5,OR,1,Y,178,199,5,32.5,1,12,0,7,15,8,3,1,O,N,33,0,6,12,0,4,10,2,0,na,4,1,2.142857143,2.5,2,41.50,8.50,5.00,16.00,4.00,3.00,11.00,6.00,3.00,o,n,3,
27,7,7,E,Fernando,X1,hshd,h,shd,0,20,6,3,3,NA,5,7,0,NA,NA,1.666666667,20,6,3,2,3,2,6,3,R,0,N,178,199,5,20.5,0,6,0,4,9,5,5,0,NA,N,24,6,3.5,8,2,4,8,6,3,r,0,0,2.25,2,2,27.00,10.00,4.00,10.00,3.00,4.00,5.00,5.00,0.00,na,n,0,
28,7,7,W,Fernando,X1,hshd,h,shd,0,37.5,11,6,5,NA,42,11,0,NA,NA,7,44,15,9,6,6,29,13,8,OU,0,N,178,199,5,44.5,0,15,1,8,58,50,9,4,OU,N,53,11,5,19,5,8,56,15,3,o,0,0,7.25,7,7,60.00,17.50,5.50,22.00,8.00,8.00,45.00,14.00,2.00,o,n,1,
29,8,8,N,Fernando,X1,hshd,h,shd,0,34,12,6,6,NA,38,13,1,O,NA,6.333333333,40,15,9,4,6,30,11,4,OU,0,N,170,178,3,40,0,16,1,8,53,45,7,2,OU,N,48,8.5,4.5,19,5,8,46,11,4,o,2,0,6.625,5.75,7,61.00,21.50,5.00,21.00,8.00,7.00,32.00,8.00,2.00,o,n,2,
30,8,8,S,Fernando,X1,hshd,h,shd,0,40,12,8,4,NA,50,8,0,NA,NA,6.25,43,15,7,8,8,33,11,9,OR,0,N,170,178,3,43,0,14,1,9,59,50,6,3,O,N,50,12,6,20,6,8,50,13,4,o,1,0,6.555555556,6.25,7,55.00,17.00,6.00,20.00,8.00,9.00,36.00,8.00,3.00,o,n,1,
31,8,8,E,Fernando,X1,hshd,h,shd,0,33.5,12,7,5,NA,7,21,3,O,NA,1,40,14,9,2,5,2,15,10,OR,0,N,170,178,3,41.5,0,14,1,11,47,36,14,9,O,N,47,9.5,4.5,17,4,10,27,13,3,o,1,0,4.272727273,2.7,4,50.00,11.00,5.00,18.00,6.00,6.00,8.00,11.00,4.00,ou,y,1,
32,8,8,W,Fernando,X1,hshd,h,shd,0,22.5,7,3,4,NA,24,14,1,O,NA,8,31,11,7,4,4,22,6,4,OR,1,Y,170,178,3,30,0,9,3,3,18,15,1,0,NA,Y,23.5,5,4.5,8,2,3,10,0,0,na,0,1,6,3.333333333,6,20.00,1.50,4.50,7.00,0.00,3.00,7.00,0.00,0.00,na,n,0,
33,9,9,N,Fernando,X1,hshd,h,shd,0,35.5,10,5,5,NA,20,11,0,NA,NA,4,37,11,5,6,6,13,8,3,RU,0,N,170,174,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.5,0,3.5,3,0,0,0,0,0,na,0,0,NA,0,NA,44.00,17.00,4.50,17.00,9.00,8.00,81.00,15.00,4.00,o,n,0,
34,9,9,S,Fernando,X1,hshd,h,shd,0,26,7,4,3,NA,8,6,0,NA,NA,2,27,8,7,1,1,2,4,1,OR,0,N,170,174,4,7,0,7,1,3,7,4,2,0,NA,N,30,8,3.5,12,5,2,5,3,2,o,0,0,2.333333333,2.5,2,36.00,14.00,4.50,15.00,8.00,7.00,19.00,7.00,3.00,o,y,0,
35,9,9,E,Fernando,X1,hshd,h,shd,0,41.5,14,10,4,NA,55,10,2,U,NA,5.5,46,16,6,7,10,29,11,4,OU,0,N,170,174,4,46,0,16,0,0,0,0,5,2,O,N,51,18,4.5,20,8,1,1,11,3,o,0,0,0,1,0,27.00,12.50,4.00,14.00,9.00,5.00,17.00,10.00,5.00,o,n,0,
36,9,9,W,Fernando,X1,hshd,h,shd,0,43.5,13,9,4,NA,90,18,1,O,NA,10,47,15,6,9,9,70,5,3,U,0,N,170,174,4,46.5,0,15,2,0,0,0,2,1,O,N,47,0,5,17,0,0,0,4,2,o,3,1,0,0,0,4.00,14.50,4.50,17.00,8.00,9.00,54.00,16.00,6.00,o,n,0,
37,10,10,N,Fernando,X1,hshd,h,shd,66,27,9,5,4,36,13,13,0,NA,63.88888889,2.6,29.5,11,10,1,1,14,9,4,RU,0,N,193,196,3,29.5,0,11,1,7,37,30,4,2,U,N,36,8,3.5,15,5,6,31,7,2,o,0,0,5.285714286,5.166666667,5,37.00,9.00,4.00,16.00,5.00,5.00,19.00,10.00,6.00,o,n,0,
38,10,10,S,Fernando,X1,hshd,h,shd,66,41.5,15,12,3,64,21,10,0,NA,67.1875,1.75,63,24,15,3,9,16,17,7,ORU,0,N,193,196,3,66.5,1,22,3,10,77,67,12,3,OU,N,68,12,6,28,7,9,73,13,3,o,9,0,7.7,8.111111111,8,79.00,14.50,5.00,29.00,8.00,9.00,43.00,12.00,5.00,r,n,8,
39,10,10,E,Fernando,X1,hshd,h,shd,66,28,10,5,5,28,13,6,1,O,53.57142857,2.6,47,15,14,1,1,7,15,5,OU,0,N,193,196,3,48,0,16,2,11,166,155,12,6,OU,N,52.5,9,4.5,20,6,10,146,9,4,o,2,0,15.09090909,14.6,15,52.00,7.00,5.00,18.00,4.00,10.00,77.00,5.00,3.00,o,n,1,
40,10,10,W,Fernando,X1,hshd,h,shd,66,19.5,7,4,3,32,11,4,0,NA,65.625,2.75,27,11,6,2,5,2,9,1,U,0,N,193,196,3,28,0,11,0,7,49,42,3,0,NA,N,29,2,3.5,12,2,6,40,3,0,na,0,0,7,6.666666667,7,28.00,1.00,3.00,12.00,1.00,5.00,12.00,0.00,0.00,na,y,0,
41,11,11,N,Fernando,X1,hshd,h,shd,0,39.5,13,7,6,NA,35,11,0,NA,NA,5,48,17,11,5,6,13,2,0,NA,NA,NA,180,183,4,48,0,17,0,0,0,0,0,NA,NA,Y,49,0,4.5,17,0,0,0,0,0,na,1,1,0,0,0,44.00,0.00,4.00,15.00,0.00,0.00,0.00,0.00,0.00,na,y,0,
42,11,11,S,Fernando,X1,hshd,h,shd,0,35,12,9,3,NA,143,9,0,NA,NA,15.88888889,35,12,5,6,7,20,6,3,OR,0,N,180,183,4,32,0,9,0,0,0,0,0,NA,NA,Y,30,0,4.5,9,0,0,0,0,0,na,0,0,0,0,0,29.00,0.00,5.00,19.00,0.00,0.00,0.00,0.00,0.00,na,n,0,
43,11,11,E,Fernando,X1,hshd,h,shd,0,35,13,9,4,NA,42,10,1,O,NA,4.666666667,33,12,3,8,9,53,0,NA,OR,1,Y,180,183,4,36,0,15,0,0,0,0,0,NA,NA,N,37,0,4,15,0,0,0,4,0,na,0,0,0,0,0,37.00,0.00,4.00,17.00,0.00,0.00,0.00,2.00,0.00,na,n,0,
44,11,11,W,Fernando,X1,hshd,h,shd,0,30,10,8,2,NA,50,10,0,NA,NA,6.25,30.5,9,3,5,6,28,8,2,U,0,N,180,183,4,30,0,9,0,0,0,0,2,2,U,N,31,0,4,9,0,0,0,0,0,na,0,1,0,0,0,30.00,0.00,4.00,10.00,0.00,0.00,0.00,0.00,0.00,na,y,0,
45,12,12,N,Fernando,X1,hshd,h,shd,0,43,14,10,4,NA,37,13,1,O,NA,3.7,56,19,10,9,9,26,16,9,ORU,0,N,219,241,3,59,0,22,5,9,48,39,8,3,OU,N,63,17,7,24,8,6,31,12,1,o,1,0,5.333333333,5.166666667,5,69.50,27.00,6.00,27.00,13.00,5.00,25.00,9.00,0.00,na,n,7,
46,12,12,S,Fernando,X1,hshd,h,shd,0,40,13,9,4,NA,65,8,1,O,NA,7.222222222,53,18,10,8,8,51,13,3,ORU,0,N,219,241,3,56,0,18,1,9,74,65,5,2,O,N,54,5,6,21,5,8,81,5,2,r,0,0,8.222222222,10.125,8,57.00,8.00,6.00,23.00,5.00,7.00,50.00,1.00,0.00,na,n,1,
47,12,12,E,Fernando,X1,hshd,h,shd,0,29,9,6,3,NA,33,12,1,U,NA,5.5,51,16,10,6,6,30,16,3,RU,0,N,219,241,3,50,0,18,2,10,106,96,3,1,OU,N,48,10,6,19,5,8,99,6,1,r,0,0,10.6,12.375,11,50.00,12.00,6.00,22.00,8.00,8.00,79.00,0.00,0.00,na,n,0,
48,12,12,W,Fernando,X1,hshd,h,shd,0,37.5,15,10,5,NA,43,12,3,O,NA,4.3,51,19,9,8,10,27,15,9,ORU,0,N,219,241,3,52,0,19,1,10,80,70,11,2,O,N,54.5,11,5.5,22,4,9,95,15,3,o,0,0,8,10.55555556,8,56.00,5.50,6.00,22.00,4.00,9.00,80.00,1.00,0.00,na,n,2,
49,13,13,N,Fernando,X1,hshd,h,shd,33,26,10,5,5,8,6,9,1,O,25,1.2,38,14,9,3,5,4,4,3,OU,0,N,227,226,5,39.5,0,14,1,9,28,19,3,1,O,N,44,5,4,19,3,6,18,8,1,u,0,0,3.111111111,3,3,43.00,5.00,5.00,17.00,3.00,6.00,8.00,0.00,0.00,na,y,0,
50,13,13,S,Fernando,X1,hshd,h,shd,33,29,9,6,3,20,12,8,1,O,40,2,42,16,10,3,6,5,14,10,O,0,N,227,226,5,46,0,15,1,12,152,140,7,4,OU,N,50,10,5,19,6,12,157,7,0,na,3,0,12.66666667,13.08333333,13,49.00,10.00,5.50,18.00,5.00,9.00,38.00,7.00,5.00,ro,n,3,
51,13,13,E,Fernando,X1,hshd,h,shd,33,22,8,3,5,20,12,16,0,NA,40,4,47,15,13,2,2,10,17,9,ORU,0,N,227,226,5,46.5,0,15,1,11,154,143,12,2,U,N,54,12,5.5,20,5,10,142,14,0,na,4,0,14,14.2,14,62.50,19.00,6.00,23.00,9.00,10.00,113.00,12.00,4.00,o,n,3,
52,13,13,W,Fernando,X1,hshd,h,shd,33,32,11,4,7,15,4,12,0,NA,73.33333333,1,47,17,NA,0,NA,0,5,4,OU,0,N,227,226,5,46,0,17,1,8,35,27,5,4,OU,N,51,6.5,4,20,4,7,24,9,2,o,0,0,4.375,3.428571429,4,51.50,6.00,4.00,20.00,4.00,5.00,15.00,3.00,1.00,o,n,0,
53,14,14,N,Fernando,X1,hshd,h,shd,33,23,9,4,5,20,15,12,3,O,25,3.75,22,8,3,4,5,13,7,3,O,0,N,176,199,2,22.5,0,9,0,6,24,18,6,2,O,N,26,5,4,11,2,5,24,12,2,u,0,0,4,4.8,4,28.50,6.00,4.00,13.00,3.00,6.00,19.00,4.00,0.00,na,y,0,
54,14,14,S,Fernando,X1,hshd,h,shd,33,25,11,9,2,14,5,7,0,NA,64.28571429,0.555555556,36,14,9,1,5,2,10,5,OU,0,N,176,199,2,53,0,14,1,8,47,39,9,0,NA,N,40,5.5,4.5,17,3,6,43,11,2,ou,0,0,5.875,7.166666667,6,40.00,5.50,5.00,16.00,2.00,5.00,24.00,4.00,1.00,o,y,0,
55,14,14,E,Fernando,X1,hshd,h,shd,33,23,9,5,4,12,11,9,1,O,8.333333333,2.2,27,12,6,3,6,11,12,4,OU,0,N,176,199,2,31,0,11,1,8,55,47,5,1,O,N,34,7,4.5,13,4,6,47,9,1,u,0,0,6.875,7.833333333,7,38.00,10.00,4.50,16.00,5.00,6.00,30.00,6.00,1.00,o,n,0,
56,14,14,W,Fernando,X1,hshd,h,shd,33,32,12,7,5,40,25,13,0,NA,37.5,3.571428571,45,16,9,5,7,23,13,4,O,0,N,176,199,2,47,0,16,1,8,115,107,14,5,OU,N,53.5,8.5,5.5,19,4,9,127,16,1,o,0,0,14.375,14.11111111,14,54.00,9.00,5.00,20.00,4.00,9.00,82.00,14.00,5.00,o,n,0,
57,15,15,N,Fernando,X1,hshd,h,shd,33,30,12,7,5,32,15,12,0,NA,53.125,2.142857143,44,18,11,6,7,16,11,6,ORU,0,N,223,236,3,44,0,18,1,11,99,88,6,2,O,N,46,6,5,23,6,9,95,7,1,u,1,0,9,10.55555556,9,48.00,10.00,5.00,23.00,7.00,9.00,67.00,5.00,2.00,u,y,2,
58,15,15,S,Fernando,X1,hshd,h,shd,33,26.5,11,5,6,12,9,7,0,NA,25,1.8,27,11,7,3,4,4,0,NA,NA,1,Y,223,236,3,16,0,6,0,1,1,0,0,0,NA,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,1,12.00,0.00,3.00,4.00,0.00,0.00,0.00,0.00,0.00,na,n,0,
59,15,15,E,Fernando,X1,hshd,h,shd,33,31,9,2,7,10,10,15,0,NA,0,5,45,14,12,2,2,10,21,5,OU,0,N,223,236,3,44.5,1,15,2,12,165,153,18,7,OU,N,58,13.5,5.5,18,6,11,135,14,1,o,0,0,13.75,12.27272727,14,62.00,18.50,5.00,21.00,8.00,12.00,95.00,15.00,4.00,r,n,1,
60,15,15,W,Fernando,X1,hshd,h,shd,33,22,8,5,3,24,15,8,0,NA,37.5,3,30.5,11,6,4,5,11,11,1,U,0,N,223,236,3,31,0,13,1,8,79,71,12,6,OU,N,41,13,4,16,6,8,75,18,3,o,0,0,9.875,9.375,10,44.00,16.00,4.50,18.00,8.00,8.00,74.00,18.00,6.00,or,n,0,
61,16,16,N,Fernando,X1,hshd,h,shd,0,32,11,5,6,NA,38,16,0,NA,NA,7.6,42,14,8,5,6,33,18,6,OU,0,N,165,197,5,42,0,14,1,2,4,2,9,2,O,N,45,8,4,18,4,3,4,13,0,na,1,0,2,1.333333333,2,46.00,9.00,4.00,18.00,5.00,4.00,5.00,9.00,0.00,na,n,0,
62,16,16,S,Fernando,X1,hshd,h,shd,0,42,13,9,4,NA,105,15,0,NA,NA,11.66666667,44,15,7,8,8,87,8,2,U,0,N,165,197,5,44,0,14,0,0,0,0,1,1,O,N,43,0,5.5,16,0,0,0,2,1,o,0,0,0,0,0,48.00,0.00,6.00,20.00,0.00,0.00,0.00,6.00,3.00,o,n,0,
63,16,16,E,Fernando,X1,hshd,h,shd,0,38.5,14,7,7,NA,90,14,0,NA,NA,12.85714286,46,16,10,6,6,60,10,3,OU,0,N,165,197,5,48,0,17,0,0,0,0,5,2,O,N,50.5,8,5,21,6,3,8,9,0,na,3,0,0,2.666666667,0,60.00,16.00,6.00,25.00,9.00,2.00,2.00,19.00,2.00,o,n,6,
64,16,16,W,Fernando,X1,hshd,h,shd,0,28,9,5,4,NA,47,13,0,NA,NA,9.4,31,9,4,5,5,33,5,2,O,0,N,165,197,5,29.5,0,10,0,0,0,0,1,0,NA,N,29.5,0,4,11,0,0,0,2,0,na,2,0,0,0,0,30.00,0.00,4.00,11.00,0.00,0.00,0.00,2.00,2.00,r,n,3,
65,17,17,N,Fernando,X1,hshd,h,shd,66,21.5,10,8,2,25,8,7,0,NA,68,1,22.5,11,10,1,1,2,0,NA,NA,1,Y,141,137,3,20.5,0,10,0,0,0,0,0,NA,NA,Y,20,0,3,12,0,0,0,0,0,na,0,1,0,0,0,21.00,0.00,3.00,11.00,0.00,0.00,0.00,0.00,0.00,na,y,0,
66,17,17,S,Fernando,X1,hshd,h,shd,66,36,13,8,5,26,8,11,0,NA,69.23076923,1,56,20,13,2,7,5,19,8,OU,0,N,141,137,3,57.5,0,20,1,16,167,151,12,0,NA,N,59.5,13,5,25,8,12,143,12,0,na,8,0,10.4375,11.91666667,10,53.00,14.00,5.00,24.00,8.00,11.00,97.00,8.00,1.00,o,n,0,
67,17,17,E,Fernando,X1,hshd,h,shd,66,28,10,6,4,10,4,12,1,O,60,0.666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141,137,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,na,na,na,na,na,na,na,na,na,na,na,na,
68,17,17,W,Fernando,X1,hshd,h,shd,66,18,12,7,5,5,2,11,0,NA,60,0.285714286,48,19,16,1,3,2,19,10,OU,0,N,141,137,3,48,0,19,1,14,140,126,13,7,U,N,54,8,5,22,5,13,128,16,2,o,3,0,10,9.846153846,10,53.50,8.50,5.50,23.00,5.00,11.00,61.00,4.00,0.00,na,n,2,
69,18,18,N,Fernando,X1,hshd,h,shd,0,24,9,3,6,NA,17,12,0,NA,NA,5.666666667,37,12,9,3,3,16,17,13,ORU,0,N,153,151,3,38,0,12,1,8,37,29,8,2,OU,N,45.5,10.5,5,17,6,8,37,8,0,na,0,0,4.625,4.625,5,46.00,12.00,4.00,17.00,6.00,8.00,32.00,6.00,3.00,o,n,0,
70,18,18,S,Fernando,X1,hshd,h,shd,0,37.5,12,7,5,NA,25,10,1,O,NA,3.571428571,42,14,7,7,7,20,6,1,R,0,N,153,151,3,41,0,15,1,3,5,2,5,3,U,N,49,8,4.5,17,3,1,2,11,0,na,0,0,1.666666667,2,2,51.00,9.00,4.50,17.00,3.00,1.00,2.00,7.00,2.00,o,n,0,
71,18,18,E,Fernando,X1,hshd,h,shd,0,40,13,8,5,NA,80,13,0,NA,NA,10,49,16,8,8,8,69,14,3,OU,0,N,153,151,3,49.5,0,16,1,6,9,3,5,4,OU,N,54,6.5,5,20,5,4,6,9,2,u,2,0,1.5,1.5,2,61.00,14.50,6.00,24.00,9.00,3.00,4.00,11.00,3.00,o,n,2,
72,18,18,W,Fernando,X1,hshd,h,shd,0,32,10,5,5,NA,56,15,0,NA,NA,11.2,49,15,10,5,5,44,10,4,OU,0,N,153,151,3,51,0,15,1,9,45,36,10,1,U,N,55.5,7.5,5.5,19,4,10,39,14,1,o,0,0,5,3.9,5,56.00,9.00,4.50,20.00,5.00,10.00,38.00,9.00,3.00,o,n,0,
73,19,19,N,Fernando,X1,hshd,h,shd,33,30,10,4,6,45,32,13,0,NA,28.88888889,8,49,16,12,3,4,29,18,3,OU,0,N,193,194,2,50.5,0,16,1,11,114,103,17,2,O,N,56.5,10,5,21,6,11,120,19,5,o,0,0,10.36363636,10.90909091,10,56.00,13.00,5.50,22.00,7.00,10.00,98.00,16.00,4.00,or,n,0,
74,19,19,S,Fernando,X1,hshd,h,shd,33,26,9,4,5,26,25,11,0,NA,3.846153846,6.25,37.5,15,11,2,4,25,12,4,ORU,0,N,193,194,2,37.5,0,14,1,10,88,78,4,3,U,N,40,5.5,5.5,17,5,9,71,5,2,o,0,0,8.8,7.888888889,9,42.50,8.50,4.50,17.00,6.00,6.00,36.00,1.00,1.00,o,n,0,
75,19,19,E,Fernando,X1,hshd,h,shd,33,38,12,6,6,77,56,11,0,NA,27.27272727,9.333333333,55,19,14,4,5,50,14,6,ORU,0,N,193,194,2,57,3,19,1,11,120,109,4,1,O,N,60,6,5,17,5,12,126,7,1,o,5,0,10.90909091,10.5,11,60.00,8.00,6.00,24.00,6.00,12.00,94.00,6.00,0.00,na,n,3,
76,19,19,W,Fernando,X1,hshd,h,shd,33,51.5,15,9,6,131,93,24,2,O,29.00763359,10.33333333,55,16,8,6,8,86,11,6,ORU,1,Y,193,194,2,55,0,15,6,2,7,5,3,3,O,Y,54,16,5.5,16,6,1,5,0,0,na,3,1,3.5,5,4,50.00,2.00,6.00,11.00,1.00,1.00,1.00,0.00,0.00,na,n,2,
77,20,20,N,Fernando,X1,hshd,h,shd,0,34,14,8,6,NA,67,12,0,NA,NA,8.375,39,16,8,8,8,53,8,4,OU,0,N,205,236,4,39,0,16,1,7,61,54,2,0,NA,N,42,4.5,5.5,21,4,7,58,6,3,o,0,0,8.714285714,8.285714286,9,44.00,9.50,5.00,20.00,7.00,5.00,36.00,6.00,1.00,o,n,2,
78,20,20,S,Fernando,X1,hshd,h,shd,0,35.5,14,9,5,NA,81,14,0,NA,NA,9,33,14,6,8,8,65,0,NA,NA,NA,NA,205,236,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,0,5,8,0,0,0,0,0,na,0,1,NA,0,NA,na,na,na,na,na,na,na,na,na,na,na,na,
79,20,20,E,Fernando,X1,hshd,h,shd,0,34.5,15,10,5,NA,78,12,0,NA,NA,7.8,36,17,7,9,10,59,1,1,U,0,N,205,236,4,36,0,17,5,1,6,5,0,0,NA,N,37,0,5.5,21,0,0,0,4,1,o,1,0,6,0,6,46.50,0.00,6.50,26.00,0.00,0.00,0.00,9.00,5.00,o,n,1,
80,20,20,W,Fernando,X1,hshd,h,shd,0,18.5,8,2,6,NA,8,15,0,NA,NA,4,35,14,12,2,2,7,22,5,O,0,N,205,236,4,35,0,14,1,11,186,175,14,1,O,N,38,6,5,18,5,11,152,14,6,or,0,0,16.90909091,13.81818182,17,40.00,6.50,5.00,17.00,5.00,11.00,69.00,8.00,0.00,na,n,0,
81,21,21,N,Fernando,X1,hshd,h,shd,33,31,12,9,3,33,10,13,1,R,69.6969697,1.111111111,36,17,9,6,8,15,6,2,O,0,N,212,215,2,37,0,17,0,6,32,26,2,1,U,N,40,4,4.5,19,3,7,35,5,0,na,0,0,5.333333333,5,5,41.00,6.00,4.00,20.00,4.00,7.00,26.00,7.00,4.00,or,n,0,
82,21,21,S,Fernando,X1,hshd,h,shd,33,29,13,11,2,23,18,12,2,O,21.73913043,1.636363636,34,15,5,6,10,9,5,1,R,0,N,212,215,2,34,0,14,2,3,9,6,5,0,NA,N,38.5,8,4,18,5,4,12,11,0,na,0,0,3,3,3,42.50,12.00,4.00,21.00,7.00,1.00,3.00,10.00,0.00,na,n,0,
83,21,21,E,Fernando,X1,hshd,h,shd,33,25,13,9,4,27,22,11,0,NA,18.51851852,2.444444444,33,15,8,4,7,14,9,2,O,0,N,212,215,2,34,0,13,1,8,63,55,6,0,NA,N,36,5,5,21,4,7,58,7,1,o,3,0,7.875,8.285714286,8,37.00,6.00,5.00,19.00,4.00,6.00,3.00,4.00,1.00,u,n,0,
84,21,21,W,Fernando,X1,hshd,h,shd,33,27,13,8,5,43,24,12,1,O,44.18604651,3,35,18,8,6,10,19,17,5,OU,0,N,212,215,2,40,0,18,3,7,49,42,7,1,O,N,42,8.5,4.5,21,6,8,47,14,2,or,0,0,7,5.875,7,42.00,12.00,4.00,22.00,7.00,5.00,30.00,12.00,1.00,u,n,1,
85,22,22,N,Fernando,X1,hshd,h,shd,33,25,10,7,3,31,24,11,0,NA,22.58064516,3.428571429,26,11,5,6,6,19,5,1,U,0,N,201,228,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,4,8,0,0,0,0,0,na,0,0,NA,0,NA,19.00,0.00,4.00,8.00,0.00,0.00,0.00,0.00,0.00,na,n,0,rota
86,22,22,S,Fernando,X1,hshd,h,shd,33,27,12,7,5,32,26,17,1,O,18.75,3.714285714,38,17,11,4,6,18,19,5,OR,0,N,201,228,2,40,4,16,8,8,54,46,8,0,NA,N,44.5,12.5,5,19,7,8,47,13,1,u,6,0,6.75,5.875,7,49.00,16.50,5.50,19.00,5.00,10.00,45.00,11.00,0.00,na,n,6,
87,22,22,E,Fernando,X1,hshd,h,shd,33,34.5,18,12,6,23,22,12,0,NA,4.347826087,1.833333333,47,23,7,6,16,15,12,4,O,0,N,201,228,2,48,1,24,4,4,23,19,11,3,O,N,49,17,4.5,27,9,5,14,15,1,o,2,0,5.75,2.8,6,54.00,18.00,5.50,29.00,11.00,3.00,8.00,14.00,3.00,u,n,4,
