branch_id,plant_id,plant_num,orientation,farmer,plot_id,plot_type,fert_trt,shd_trt,per_thin,n1i_tot_len,n1i_tot_nod,n1i_frtd_nod,n1i_frt,n1i_tot_lvs,n1h_tot_len,n1h_tot_nod,n1h_frtd_nod,n1h_frt,n1h_tot_lvs
1605,138,50,N,Miguel,X7,hsun,h,sun,0,27,10,6,49,14,36,17,7,30,20
1606,138,50,S,Miguel,X7,hsun,h,sun,0,27,13,7,70,10,39,17,7,25,9
1607,138,50,E,Miguel,X7,hsun,h,sun,0,27,13,7,77,10,34,18,5,26,14
1608,138,50,W,Miguel,X7,hsun,h,sun,0,32,13,8,45,12,35.5,15,6,12,12
1609,139,51,N,Miguel,X7,hsun,h,sun,0,23.5,9,6,36,13,29,11,5,16,1
1610,139,51,S,Miguel,X7,hsun,h,sun,0,26,12,5,53,5,29,12,6,21,8
1611,139,51,E,Miguel,X7,hsun,h,sun,0,29,10,5,41,16,21.5,9,1,2,5
1612,139,51,W,Miguel,X7,hsun,h,sun,0,33,14,7,39,7,35,15,5,13,4
1613,140,52,N,Miguel,X7,hsun,h,sun,0,30,14,4,14,13,40,18,3,6,10
1614,140,52,S,Miguel,X7,hsun,h,sun,0,27,13,7,25,10,37,18,4,12,11
1615,140,52,E,Miguel,X7,hsun,h,sun,0,26,13,6,32,8,37.5,17,4,13,11
1616,140,52,W,Miguel,X7,hsun,h,sun,0,18.5,8,4,22,7,26,11,2,9,12
1617,141,53,N,Miguel,X7,hsun,h,sun,66,29,10,4,31,13,51,17,4,15,21
1618,141,53,S,Miguel,X7,hsun,h,sun,66,27,10,5,49,8,44,15,5,32,10
1619,141,53,E,Miguel,X7,hsun,h,sun,66,33,11,6,64,9,49,17,6,22,20
1620,141,53,W,Miguel,X7,hsun,h,sun,66,31.5,14,7,175,15,45,20,6,46,19
1621,142,54,N,Miguel,X7,hsun,h,sun,0,32,15,9,82,15,33,16,7,82,18
1622,142,54,S,Miguel,X7,hsun,h,sun,0,33.5,14,9,121,10,41.5,18,10,70,17
1623,142,54,E,Miguel,X7,hsun,h,sun,0,25.5,10,5,55,11,40,17,5,53,16
1624,142,54,W,Miguel,X7,hsun,h,sun,0,30,12,7,31,10,37,16,5,16,11
1625,143,55,N,Miguel,X7,hsun,h,sun,66,15.5,5,4,44,5,17,7,4,23,5
1626,143,55,S,Miguel,X7,hsun,h,sun,66,37.5,14,9,62,13,56,21,7,25,15
1627,143,55,E,Miguel,X7,hsun,h,sun,66,25,8,4,25,7,27,11,2,8,0
1628,143,55,W,Miguel,X7,hsun,h,sun,66,34.5,13,8,84,15,36.5,14,7,52,4
1629,144,56,N,Miguel,X7,hsun,h,sun,0,26.5,9,3,22,13,34,12,2,10,8
1630,144,56,S,Miguel,X7,hsun,h,sun,0,32,11,6,49,13,46,17,7,18,17
1631,144,56,E,Miguel,X7,hsun,h,sun,0,24,11,6,45,8,31.5,15,7,29,6
1632,144,56,W,Miguel,X7,hsun,h,sun,0,30,13,8,96,14,37,17,7,8,14
1633,145,57,N,Miguel,X7,hsun,h,sun,66,44,14,7,72,7,57.5,18,7,38,14
1634,145,57,S,Miguel,X7,hsun,h,sun,66,31,10,5,49,11,34,11,5,29,11
1635,145,57,E,Miguel,X7,hsun,h,sun,66,28,11,7,40,10,46,19,7,36,14
1636,145,57,W,Miguel,X7,hsun,h,sun,66,32.5,10,5,65,12,45.5,16,5,36,20
1637,146,58,N,Miguel,X7,hsun,h,sun,33,38,16,10,40,16,59,22,6,9,24
1638,146,58,S,Miguel,X7,hsun,h,sun,33,35,15,6,32,8,53,22,3,8,17
1639,146,58,E,Miguel,X7,hsun,h,sun,33,30.5,14,7,78,9,33.5,17,7,47,11
1640,146,58,W,Miguel,X7,hsun,h,sun,33,23.5,12,10,48,6,24,13,10,23,3
1641,147,59,N,Miguel,X7,hsun,h,sun,66,29.5,12,6,40,11,32.5,20,7,35,12
1642,147,59,S,Miguel,X7,hsun,h,sun,66,29.5,11,6,45,13,41.5,17,6,10,14
1643,147,59,E,Miguel,X7,hsun,h,sun,66,27,11,8,77,6,45,17,5,15,11
1644,147,59,W,Miguel,X7,hsun,h,sun,66,24,9,9,86,6,24,10,8,42,1
1645,148,60,N,Miguel,X7,hsun,h,sun,33,29.5,13,6,36,8,50,18,6,18,17
1646,148,60,S,Miguel,X7,hsun,h,sun,33,27.5,12,5,24,8,41,16,5,13,11
1647,148,60,E,Miguel,X7,hsun,h,sun,33,34,15,6,37,11,34,15,6,22,6
1648,148,60,W,Miguel,X7,hsun,h,sun,33,30,14,8,71,8,35.5,17,7,33,7
1649,149,61,N,Miguel,X7,hsun,h,sun,33,31.5,12,7,54,11,36,13,5,13,8
1650,149,61,S,Miguel,X7,hsun,h,sun,33,24,10,4,24,14,26,11,5,29,12
1651,149,61,E,Miguel,X7,hsun,h,sun,33,20,8,6,26,9,19,9,6,16,5
1652,149,61,W,Miguel,X7,hsun,h,sun,33,32,12,6,49,13,34.5,13,5,22,11
1653,150,62,N,Miguel,X7,hsun,h,sun,0,39.5,15,5,15,11,46,15,1,2,0
1654,150,62,S,Miguel,X7,hsun,h,sun,0,31,12,5,27,12,30,12,2,4,3
1655,150,62,E,Miguel,X7,hsun,h,sun,0,24,11,5,17,10,29.5,13,4,12,0
1656,150,62,W,Miguel,X7,hsun,h,sun,0,33,14,8,83,8,39,17,7,41,5
1657,151,63,N,Miguel,X7,hsun,h,sun,66,29,13,8,93,7,35,16,8,42,9
1658,151,63,S,Miguel,X7,hsun,h,sun,66,26.5,11,7,52,5,29,14,7,27,4
1659,151,63,E,Miguel,X7,hsun,h,sun,66,28,13,7,103,10,27,12,7,60,2
1660,151,63,W,Miguel,X7,hsun,h,sun,66,27.5,11,4,25,6,32,12,4,16,7
1661,152,64,N,Miguel,X7,hsun,h,sun,0,32.5,11,6,37,8,38.5,17,5,19,14
1662,152,64,S,Miguel,X7,hsun,h,sun,0,24.5,9,3,17,14,27.5,12,2,5,13
1663,152,64,E,Miguel,X7,hsun,h,sun,0,33.5,13,8,71,9,47,19,8,28,14
1664,152,64,W,Miguel,X7,hsun,h,sun,0,39,12,7,49,12,53.5,17,7,30,19
1665,153,65,N,Miguel,X7,hsun,h,sun,33,39.5,15,7,53,6,30,12,5,33,4
1666,153,65,S,Miguel,X7,hsun,h,sun,33,34,13,7,39,12,35,12,8,26,4
1667,153,65,E,Miguel,X7,hsun,h,sun,33,24,11,5,18,9,25,11,4,8,3
1668,153,65,W,Miguel,X7,hsun,h,sun,33,31.5,11,6,45,9,38,14,6,30,1
1669,154,66,N,Miguel,X7,hsun,h,sun,0,24.5,11,7,44,12,30,14,6,28,9
1670,154,66,S,Miguel,X7,hsun,h,sun,0,30,11,6,47,9,42.5,17,5,25,15
1671,154,66,E,Miguel,X7,hsun,h,sun,0,23,9,2,18,11,32.5,14,3,7,17
1672,154,66,W,Miguel,X7,hsun,h,sun,0,41,16,9,79,13,23,8,4,23,0
1673,155,67,N,Miguel,X8,lsun,l,sun,66,33.5,16,10,97,11,37.5,17,9,63,8
1674,155,67,S,Miguel,X8,lsun,l,sun,66,39.5,11,6,21,14,54,17,6,16,9
1675,155,67,E,Miguel,X8,lsun,l,sun,66,25,17,11,47,9,31,18,7,16,9
1676,155,67,W,Miguel,X8,lsun,l,sun,66,29,13,7,53,12,30,12,6,26,7
1677,156,68,N,Miguel,X8,lsun,l,sun,0,28.5,12,7,34,11,32,14,7,33,8
1678,156,68,S,Miguel,X8,lsun,l,sun,0,31,13,8,41,9,37.5,18,7,21,8
1679,156,68,E,Miguel,X8,lsun,l,sun,0,14,5,4,9,0,13.5,6,1,2,0
1680,156,68,W,Miguel,X8,lsun,l,sun,0,26.5,10,4,19,15,42,15,6,13,14
1681,157,69,N,Miguel,X8,lsun,l,sun,66,26,11,7,44,11,26.5,15,6,33,4
1682,157,69,S,Miguel,X8,lsun,l,sun,66,39,15,10,132,14,37,14,10,119,5
1683,157,69,E,Miguel,X8,lsun,l,sun,66,33.5,12,8,132,13,38,16,8,141,5
1684,157,69,W,Miguel,X8,lsun,l,sun,66,32,14,9,91,12,37,15,9,69,3
1685,158,70,N,Miguel,X8,lsun,l,sun,33,26,10,6,23,6,44.5,16,7,14,9
1686,158,70,S,Miguel,X8,lsun,l,sun,33,32,16,8,62,11,39,20,8,42,8
1687,158,70,E,Miguel,X8,lsun,l,sun,33,13,6,4,33,7,13,7,4,13,3
1688,158,70,W,Miguel,X8,lsun,l,sun,33,18,8,6,39,8,21,9,6,31,8
1689,159,71,N,Miguel,X8,lsun,l,sun,0,25,13,6,23,4,24.5,NA,5,12,1
1690,159,71,S,Miguel,X8,lsun,l,sun,0,28,14,7,22,11,32,16,6,11,8
1691,159,71,E,Miguel,X8,lsun,l,sun,0,27,13,7,42,9,34.5,16,7,21,3
1692,159,71,W,Miguel,X8,lsun,l,sun,0,27,13,7,16,9,39,19,4,8,11
1693,160,72,N,Miguel,X8,lsun,l,sun,0,33,16,3,7,7,34,15,2,3,0
1694,160,72,S,Miguel,X8,lsun,l,sun,0,27,12,7,52,12,32.5,18,8,52,12
1695,160,72,E,Miguel,X8,lsun,l,sun,0,30,14,9,62,12,36,18,8,52,12
1696,160,72,W,Miguel,X8,lsun,l,sun,0,30,14,9,29,11,34,17,7,20,14
1697,161,73,N,Miguel,X8,lsun,l,sun,66,24.5,10,6,31,10,28.5,13,6,21,8
1698,161,73,S,Miguel,X8,lsun,l,sun,66,27.5,14,8,48,8,28,14,7,30,4
1699,161,73,E,Miguel,X8,lsun,l,sun,66,20,8,4,22,4,22.5,10,4,15,0
1700,161,73,W,Miguel,X8,lsun,l,sun,66,31,11,5,25,11,40,13,5,21,7
1701,162,74,N,Miguel,X8,lsun,l,sun,0,22.5,10,6,24,6,36,15,6,18,13
1702,162,74,S,Miguel,X8,lsun,l,sun,0,33,12,7,47,11,32,11,4,34,0
1703,162,74,E,Miguel,X8,lsun,l,sun,0,27,9,6,24,7,26,10,5,22,2
1704,162,74,W,Miguel,X8,lsun,l,sun,0,26,10,5,24,6,30,12,5,23,7
1705,163,75,N,Miguel,X8,lsun,l,sun,33,37,14,3,7,10,47,17,3,7,6
1706,163,75,S,Miguel,X8,lsun,l,sun,33,28,10,2,3,6,39.5,15,1,1,8
1707,163,75,E,Miguel,X8,lsun,l,sun,33,37,13,4,8,7,38.5,16,2,2,3
1708,163,75,W,Miguel,X8,lsun,l,sun,33,22,8,4,5,7,35.5,13,3,5,8
1709,164,76,N,Miguel,X8,lsun,l,sun,33,20.5,12,8,43,7,19,12,7,21,0
1710,164,76,S,Miguel,X8,lsun,l,sun,33,18,12,3,12,6,15.5,9,2,7,0
1711,164,76,E,Miguel,X8,lsun,l,sun,33,13.5,7,2,11,8,19,10,2,9,6
1712,164,76,W,Miguel,X8,lsun,l,sun,33,26,15,6,38,10,34,18,6,25,10
1713,165,77,N,Miguel,X8,lsun,l,sun,0,24,11,5,22,5,26,13,5,21,6
1714,165,77,S,Miguel,X8,lsun,l,sun,0,20,9,3,13,5,36,15,5,10,15
1715,165,77,E,Miguel,X8,lsun,l,sun,0,15,10,6,11,6,28,14,6,12,2
1716,165,77,W,Miguel,X8,lsun,l,sun,0,26,12,5,22,14,42.5,18,8,43,9
1717,166,78,N,Miguel,X8,lsun,l,sun,0,17,12,3,16,11,NA,NA,NA,NA,NA
1718,166,78,S,Miguel,X8,lsun,l,sun,0,28.5,10,4,29,13,28,10,4,21,1
1719,166,78,E,Miguel,X8,lsun,l,sun,0,30,11,4,29,13,44,14,5,13,7
1720,166,78,W,Miguel,X8,lsun,l,sun,0,17.5,8,2,8,6,20,8,1,3,2
1721,167,79,N,Miguel,X8,lsun,l,sun,33,31,13,7,32,14,30,13,6,15,3
1722,167,79,S,Miguel,X8,lsun,l,sun,33,28,12,4,7,11,31,15,3,5,7
1723,167,79,E,Miguel,X8,lsun,l,sun,33,15,11,6,14,4,22,14,3,5,5
1724,167,79,W,Miguel,X8,lsun,l,sun,33,27,12,2,3,16,37,17,5,31,17
1725,168,80,N,Miguel,X8,lsun,l,sun,0,17,7,6,36,2,17.5,9,4,27,0
1726,168,80,S,Miguel,X8,lsun,l,sun,0,28,13,8,82,3,28,12,7,61,3
1727,168,80,E,Miguel,X8,lsun,l,sun,0,20,10,6,58,6,28,13,7,61,2
1728,168,80,W,Miguel,X8,lsun,l,sun,0,20.5,11,7,33,9,31.5,16,6,17,11
1729,169,81,N,Miguel,X8,lsun,l,sun,33,30,10,7,46,8,29.5,11,6,22,3
1730,169,81,S,Miguel,X8,lsun,l,sun,33,32,13,5,32,8,32,14,4,7,1
1731,169,81,E,Miguel,X8,lsun,l,sun,33,28,12,4,39,7,33,11,4,25,0
1732,169,81,W,Miguel,X8,lsun,l,sun,33,29,11,6,17,6,28,10,5,8,0
1733,170,82,N,Miguel,X8,lsun,l,sun,0,18,11,1,1,6,27,14,0,0,8
1734,170,82,S,Miguel,X8,lsun,l,sun,0,13,8,1,1,6,15.5,8,1,1,0
1735,170,82,E,Miguel,X8,lsun,l,sun,0,12,9,3,3,4,17,9,0,0,0
1736,170,82,W,Miguel,X8,lsun,l,sun,0,19,9,6,10,6,28.5,16,4,5,9
1737,171,83,N,Miguel,X8,lsun,l,sun,0,38,14,9,99,9,49,20,9,62,9
1738,171,83,S,Miguel,X8,lsun,l,sun,0,26,12,8,58,10,24.5,11,7,30,3
1739,171,83,E,Miguel,X8,lsun,l,sun,0,24,12,3,12,6,25.5,13,6,11,3
1740,171,83,W,Miguel,X8,lsun,l,sun,0,29.5,11,6,38,9,29,10,6,28,4
1741,172,84,N,Miguel,X8,lsun,l,sun,66,26,10,6,25,15,38.5,17,5,19,13
1742,172,84,S,Miguel,X8,lsun,l,sun,66,32,11,6,82,8,43.5,16,7,65,7
1743,172,84,E,Miguel,X8,lsun,l,sun,66,27,10,6,5,5,32,13,5,36,9
1744,172,84,W,Miguel,X8,lsun,l,sun,66,26,12,6,35,8,36.5,16,6,33,11
1745,173,85,N,Miguel,X8,lsun,l,sun,0,38,13,6,24,10,33,15,3,6,5
1746,173,85,S,Miguel,X8,lsun,l,sun,0,23,11,6,39,11,45,17,5,24,10
1747,173,85,E,Miguel,X8,lsun,l,sun,0,23,10,6,62,10,34,16,5,31,16
1748,173,85,W,Miguel,X8,lsun,l,sun,0,30.5,13,8,53,10,33,16,8,43,7
1749,174,86,N,Miguel,X8,lsun,l,sun,66,30,14,6,46,11,44,18,6,22,17
1750,174,86,S,Miguel,X8,lsun,l,sun,66,27,14,5,19,10,37.5,17,4,7,14
1751,174,86,E,Miguel,X8,lsun,l,sun,66,26,13,7,63,10,30,17,5,20,18
1752,174,86,W,Miguel,X8,lsun,l,sun,66,28,13,6,35,10,40.5,18,5,25,19
1753,175,87,N,Miguel,X8,lsun,l,sun,66,39,12,7,105,11,38,12,7,49,4
1754,175,87,S,Miguel,X8,lsun,l,sun,66,37,13,6,51,18,45,16,5,47,24
1755,175,87,E,Miguel,X8,lsun,l,sun,66,35.5,12,7,68,10,37.5,12,7,36,3
1756,175,87,W,Miguel,X8,lsun,l,sun,66,39,12,7,69,9,29.5,8,4,20,10
1757,176,88,N,Miguel,X8,lsun,l,sun,33,28.5,9,3,17,13,41,13,3,17,18
1758,176,88,S,Miguel,X8,lsun,l,sun,33,32,12,7,43,11,46,15,7,33,12
1759,176,88,E,Miguel,X8,lsun,l,sun,33,34.5,12,5,42,14,36,12,5,37,7
1760,176,88,W,Miguel,X8,lsun,l,sun,33,41,15,9,77,12,55.5,20,9,55,12
1761,177,1,N,Oscar,X9,hshd,h,shd,0,23,15,9,100,10,42,20,9,61,12
1762,177,1,S,Oscar,X9,hshd,h,shd,0,32.5,13,7,73,15,45,19,7,62,16
1763,177,1,E,Oscar,X9,hshd,h,shd,0,22,10,5,43,11,32,13,4,30,17
1764,177,1,W,Oscar,X9,hshd,h,shd,0,26,11,6,41,12,32,13,6,37,8
1765,178,2,N,Oscar,X9,hshd,h,shd,33,16.5,12,6,27,9,19,14,5,21,6
1766,178,2,S,Oscar,X9,hshd,h,shd,33,35.5,16,8,74,12,42,9,8,49,8
1767,178,2,E,Oscar,X9,hshd,h,shd,33,29,13,7,79,10,31,15,7,81,2
1768,178,2,W,Oscar,X9,hshd,h,shd,33,15.5,12,6,43,10,23,16,6,16,5
1769,179,3,N,Oscar,X9,hshd,h,shd,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1770,179,3,S,Oscar,X9,hshd,h,shd,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1771,179,3,E,Oscar,X9,hshd,h,shd,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1772,179,3,W,Oscar,X9,hshd,h,shd,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1773,180,4,N,Oscar,X9,hshd,h,shd,66,39,17,11,73,13,56.5,24,8,26,16
1774,180,4,S,Oscar,X9,hshd,h,shd,66,31,12,5,25,18,48.5,19,6,15,20
1775,180,4,E,Oscar,X9,hshd,h,shd,66,25,9,6,77,14,44,17,6,44,21
1776,180,4,W,Oscar,X9,hshd,h,shd,66,36.5,13,5,15,15,48,17,3,9,4
1777,181,5,N,Oscar,X9,hshd,h,shd,33,29,13,8,28,7,43.5,20,7,17,16
1778,181,5,S,Oscar,X9,hshd,h,shd,33,27,12,6,54,6,31.5,16,5,43,7
1779,181,5,E,Oscar,X9,hshd,h,shd,33,37,17,10,100,7,41.5,20,9,69,7
1780,181,5,W,Oscar,X9,hshd,h,shd,33,32,12,10,104,14,44,22,9,62,9
1781,182,6,N,Oscar,X9,hshd,h,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1782,182,6,S,Oscar,X9,hshd,h,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1783,182,6,E,Oscar,X9,hshd,h,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1784,182,6,W,Oscar,X9,hshd,h,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1785,183,7,N,Oscar,X9,hshd,h,shd,66,25,11,8,126,6,25,11,7,56,0
1786,183,7,S,Oscar,X9,hshd,h,shd,66,33.5,13,9,138,15,36.5,15,9,102,6
1787,183,7,E,Oscar,X9,hshd,h,shd,66,28,13,8,128,14,36,17,8,91,10
1788,183,7,W,Oscar,X9,hshd,h,shd,66,31,12,8,157,14,33,16,8,102,5
1789,184,8,N,Oscar,X9,hshd,h,shd,33,35,16,8,65,10,41,21,9,31,6
1790,184,8,S,Oscar,X9,hshd,h,shd,33,34,13,10,142,9,42,22,10,73,14
1791,184,8,E,Oscar,X9,hshd,h,shd,33,22,10,5,21,6,21.5,11,5,13,4
1792,184,8,W,Oscar,X9,hshd,h,shd,33,35,17,12,119,9,42.5,20,11,63,7
1793,185,9,N,Oscar,X9,hshd,h,shd,66,24,14,9,131,16,31,16,9,92,5
1794,185,9,S,Oscar,X9,hshd,h,shd,66,15.5,8,3,31,7,22,10,4,20,9
1795,185,9,E,Oscar,X9,hshd,h,shd,66,35,18,14,124,9,37,18,12,98,0
1796,185,9,W,Oscar,X9,hshd,h,shd,66,21,10,7,86,9,25,14,7,63,7
1797,186,10,N,Oscar,X9,hshd,h,shd,0,50,17,11,160,24,56,20,11,112,15
1798,186,10,S,Oscar,X9,hshd,h,shd,0,27.5,11,6,67,12,32.5,14,6,45,9
1799,186,10,E,Oscar,X9,hshd,h,shd,0,39,13,7,120,16,54,20,7,75,20
1800,186,10,W,Oscar,X9,hshd,h,shd,0,34.5,13,7,85,12,35,15,7,49,1
1801,187,11,N,Oscar,X9,hshd,h,shd,0,40,13,9,72,8,40.5,18,6,23,3
1802,187,11,S,Oscar,X9,hshd,h,shd,0,20.5,9,4,22,6,20,10,4,18,0
1803,187,11,E,Oscar,X9,hshd,h,shd,0,25.5,13,7,29,9,29.5,16,7,25,5
1804,187,11,W,Oscar,X9,hshd,h,shd,0,24.5,13,7,15,10,25,15,5,10,4
1805,188,12,N,Oscar,X9,hshd,h,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,188,12,S,Oscar,X9,hshd,h,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1807,188,12,E,Oscar,X9,hshd,h,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1808,188,12,W,Oscar,X9,hshd,h,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1809,189,13,N,Oscar,X9,hshd,h,shd,66,18,9,5,47,9,28,14,5,53,9
1810,189,13,S,Oscar,X9,hshd,h,shd,66,26,13,8,84,12,30,15,7,58,11
1811,189,13,E,Oscar,X9,hshd,h,shd,66,24.5,12,7,81,12,33,17,7,48,12
1812,189,13,W,Oscar,X9,hshd,h,shd,66,19,8,6,68,7,28,12,6,35,10
1813,190,14,N,Oscar,X9,hshd,h,shd,0,23,11,8,80,6,24,13,8,31,0
1814,190,14,S,Oscar,X9,hshd,h,shd,0,34,14,8,66,14,34,16,8,36,1
1815,190,14,E,Oscar,X9,hshd,h,shd,0,27,24,19,103,9,28,16,9,60,3
1816,190,14,W,Oscar,X9,hshd,h,shd,0,29.5,13,7,97,11,37.5,15,7,67,5
1817,191,15,N,Oscar,X9,hshd,h,shd,0,31,15,10,128,12,38,21,10,80,12
1818,191,15,S,Oscar,X9,hshd,h,shd,0,39,17,11,133,17,43,20,11,81,15
1819,191,15,E,Oscar,X9,hshd,h,shd,0,28,18,9,86,13,26,13,8,52,0
1820,191,15,W,Oscar,X9,hshd,h,shd,0,43,16,12,160,14,47,23,14,105,10
1821,192,16,N,Oscar,X9,hshd,h,shd,66,36,17,10,106,15,60,26,11,46,5
1822,192,16,S,Oscar,X9,hshd,h,shd,66,34,11,7,80,12,66,24,10,124,16
1823,192,16,E,Oscar,X9,hshd,h,shd,66,45,14,11,95,10,49,21,9,38,0
1824,192,16,W,Oscar,X9,hshd,h,shd,66,37,13,8,125,13,47,21,2,3,6
1825,193,17,N,Oscar,X9,hshd,h,shd,0,32.5,11,4,50,17,53,18,4,34,14
1826,193,17,S,Oscar,X9,hshd,h,shd,0,28.5,11,7,49,13,33,15,7,34,12
1827,193,17,E,Oscar,X9,hshd,h,shd,0,29.5,11,10,62,10,NA,NA,NA,NA,NA
1828,193,17,W,Oscar,X9,hshd,h,shd,0,22,9,7,51,5,24,13,6,23,6
1829,194,18,N,Oscar,X9,hshd,h,shd,66,39,15,9,101,8,41,18,8,57,3
1830,194,18,S,Oscar,X9,hshd,h,shd,66,38,12,9,123,9,38,15,9,54,1
1831,194,18,E,Oscar,X9,hshd,h,shd,66,30,12,7,80,8,31,14,7,49,6
1832,194,18,W,Oscar,X9,hshd,h,shd,66,33,14,9,98,9,32.5,16,9,51,0
1833,195,19,N,Oscar,X9,hshd,h,shd,33,31,14,7,83,7,40,17,7,53,7
1834,195,19,S,Oscar,X9,hshd,h,shd,33,43,20,10,140,16,39,17,10,106,0
1835,195,19,E,Oscar,X9,hshd,h,shd,33,41.5,17,11,102,9,41,16,11,71,2
1836,195,19,W,Oscar,X9,hshd,h,shd,33,36,15,11,107,10,46,17,8,73,5
1837,196,20,N,Oscar,X9,hshd,h,shd,0,41,16,11,78,15,41,16,10,41,6
1838,196,20,S,Oscar,X9,hshd,h,shd,0,35,14,9,74,12,38,16,9,57,9
1839,196,20,E,Oscar,X9,hshd,h,shd,0,37,14,9,72,15,42,18,10,39,12
1840,196,20,W,Oscar,X9,hshd,h,shd,0,31.5,14,9,96,13,32,14,9,72,5
1841,197,21,N,Oscar,X9,hshd,h,shd,33,31.5,12,7,42,14,39,16,7,32,2
1842,197,21,S,Oscar,X9,hshd,h,shd,33,19,10,4,19,9,10,3,3,11,0
1843,197,21,E,Oscar,X9,hshd,h,shd,33,29.5,11,6,78,10,38,15,7,46,6
1844,197,21,W,Oscar,X9,hshd,h,shd,33,25,12,7,34,9,35.5,16,6,20,2
1845,198,22,N,Oscar,X9,hshd,h,shd,0,28,11,4,27,13,38,15,4,28,17
1846,198,22,S,Oscar,X9,hshd,h,shd,0,41,15,9,112,12,48.5,19,9,102,9
1847,198,22,E,Oscar,X9,hshd,h,shd,0,40,14,7,85,15,50,17,7,77,11
1848,198,22,W,Oscar,X9,hshd,h,shd,0,39,14,9,87,7,42,16,8,74,10
1849,199,23,N,Oscar,X10,lshd,l,shd,66,25.5,12,6,55,7,29,15,6,38,5
1850,199,23,S,Oscar,X10,lshd,l,shd,66,24,12,6,62,15,30,15,5,45,12
1851,199,23,E,Oscar,X10,lshd,l,shd,66,22,11,6,37,12,28,14,6,26,5
1852,199,23,W,Oscar,X10,lshd,l,shd,66,28,13,7,33,10,31,17,5,20,10
1853,200,24,N,Oscar,X10,lshd,l,shd,0,36,16,9,89,8,39,18,8,63,2
1854,200,24,S,Oscar,X10,lshd,l,shd,0,28,11,6,52,11,30,13,6,37,11
1855,200,24,E,Oscar,X10,lshd,l,shd,0,30,12,7,88,5,30,13,7,49,0
1856,200,24,W,Oscar,X10,lshd,l,shd,0,32,12,7,64,8,36,17,6,6,4
1857,201,25,N,Oscar,X10,lshd,l,shd,0,16,8,2,8,8,15.5,9,0,0,0
1858,201,25,S,Oscar,X10,lshd,l,shd,0,38,17,12,113,10,43.5,20,10,86,7
1859,201,25,E,Oscar,X10,lshd,l,shd,0,27.5,14,8,76,9,31,18,8,62,1
1860,201,25,W,Oscar,X10,lshd,l,shd,0,33,15,9,72,9,35,19,8,50,2
1861,202,26,N,Oscar,X10,lshd,l,shd,33,28,13,8,50,4,30.5,14,7,34,0
1862,202,26,S,Oscar,X10,lshd,l,shd,33,39,19,10,95,11,44,20,7,57,6
1863,202,26,E,Oscar,X10,lshd,l,shd,33,31,14,10,100,9,36,17,11,65,0
1864,202,26,W,Oscar,X10,lshd,l,shd,33,30,15,7,66,5,30,16,6,46,0
1865,203,27,N,Oscar,X10,lshd,l,shd,66,31,12,6,47,7,29,10,4,22,0
1866,203,27,S,Oscar,X10,lshd,l,shd,66,25.5,10,5,28,8,38,12,5,15,2
1867,203,27,E,Oscar,X10,lshd,l,shd,66,34,14,8,70,10,36,15,8,40,0
1868,203,27,W,Oscar,X10,lshd,l,shd,66,37,13,9,79,7,39,15,9,41,2
1869,204,28,N,Oscar,X10,lshd,l,shd,33,31,15,9,80,7,40,20,6,40,7
1870,204,28,S,Oscar,X10,lshd,l,shd,33,31,15,8,56,9,30.5,11,8,27,0
1871,204,28,E,Oscar,X10,lshd,l,shd,33,25,12,7,33,7,25,11,4,13,0
1872,204,28,W,Oscar,X10,lshd,l,shd,33,34,13,7,77,8,37.5,19,7,48,8
1873,205,29,N,Oscar,X10,lshd,l,shd,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1874,205,29,S,Oscar,X10,lshd,l,shd,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1875,205,29,E,Oscar,X10,lshd,l,shd,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1876,205,29,W,Oscar,X10,lshd,l,shd,33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1877,206,30,N,Oscar,X10,lshd,l,shd,0,41,16,10,112,13,51,20,10,81,5
1878,206,30,S,Oscar,X10,lshd,l,shd,0,28,12,8,52,7,30,14,6,29,0
1879,206,30,E,Oscar,X10,lshd,l,shd,0,34,15,8,43,8,38,18,5,7,1
1880,206,30,W,Oscar,X10,lshd,l,shd,0,15,8,3,18,5,15,8,2,12,1
1881,207,31,N,Oscar,X10,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1882,207,31,S,Oscar,X10,lshd,l,shd,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
